feature,importance
Feature_73,5.628357082531232
Feature_145,4.017828927718548
Feature_128,3.3996472684623242
Feature_142,3.2233768202595185
Feature_87,2.9719560151700444
Feature_105,2.796871384211392
Feature_38,2.5071504072429565
Feature_107,2.495959133291911
Feature_76,1.926777937591492
Feature_182,1.8976986124036648
Feature_130,1.6314415194173393
Feature_6,1.4264192983054746
Feature_57,1.34735077439496
Feature_149,1.2214444802864801
Feature_131,1.2203846801876934
Feature_77,0.9040531957024509
Feature_186,0.834839138942909
Feature_61,0.8271793879602436
Feature_173,0.8210976625517254
Feature_71,0.7622194466676266
Feature_28,0.7368799649324067
Feature_86,0.701035190894946
Feature_126,0.5444952185114831
Feature_179,0.5235320385645926
Feature_55,0.3976266213048828
Feature_187,0.3775981653140032
Feature_190,0.30798673080340216
Feature_78,0.3035666057697351
Feature_161,0.2646484677454917
Feature_34,0.2528394907376051
Feature_125,0.23853416112371814
Feature_72,0.22530358342893095
Feature_58,0.21935252330321106
Feature_12,0.21209962095869878
Feature_193,0.1832271293321972
Feature_42,0.163193464092476
Feature_157,0.149391836560667
Feature_27,0.14891660993400485
Feature_59,0.1359678023187819
Feature_140,0.12658918639754102
Feature_104,0.11519529531990898
Feature_177,0.10194399016100411
Feature_75,0.09640915147494979
Feature_8,0.092739637186804
Feature_52,0.08781485771733735
Feature_155,0.07675488765322847
Feature_158,0.07499705358146966
Feature_17,0.07361643822319106
Feature_33,0.07355965054364132
Feature_25,0.06524306742817516
