epoch,loss
0,8.012255525964452
1,7.369415178073673
2,6.795471228952483
3,6.287744049012192
4,5.838827700126828
5,5.385378525951716
6,4.988838413568932
7,4.593912663422231
8,4.254538292021263
9,3.9147805397904762
10,3.6233613434739
11,3.358812242042361
12,3.099284615103654
13,2.8626953241393323
14,2.6221737617582788
15,2.4296884123734603
16,2.243038933108172
17,2.0677073198979294
18,1.8880191506363275
19,1.7306365948023759
20,1.6002459009801309
21,1.464781036527138
22,1.3465701116351632
23,1.226377742497001
24,1.1447104478445578
25,1.0613317517783698
26,0.9978769965997831
27,0.9370998280254874
28,0.8959472428156635
29,0.8612076180187735
30,0.8378063970663416
31,0.8161143186524158
32,0.7961030250459206
33,0.7852084631994953
34,0.7739286995309544
35,0.7595080630047115
36,0.7574066881119735
37,0.7478651451313589
38,0.7456865329442062
39,0.739543006645413
40,0.733369422709848
41,0.7269548712752936
42,0.7260011608206381
43,0.7187091619010986
44,0.7106308312866632
45,0.7080694967367518
46,0.7024722080531083
47,0.700239525535914
48,0.6972139318158307
49,0.6937627482601977
50,0.691009272271254
51,0.685914917724339
52,0.6840065220209557
53,0.677104450116946
54,0.6744084076618585
55,0.671758882642731
56,0.6670960112819522
57,0.6609687185662938
58,0.6575669735435425
59,0.6540093938196738
60,0.6481743346987747
61,0.6491263907725416
62,0.6475692734004944
63,0.636604809854913
64,0.6349956810943723
65,0.6338788618252972
66,0.6249156758541198
67,0.6242423677068996
68,0.6176062043257585
69,0.6128930510498407
70,0.6082960540854087
71,0.6060070714612645
72,0.6033168566508555
73,0.5968854666694882
74,0.5985435956106411
75,0.5899637106835373
76,0.5901728610354146
77,0.5889801110808305
78,0.5789042166837557
79,0.5803525255421015
80,0.575927761126691
81,0.5766494358618428
82,0.5681444594240564
83,0.5657238397072619
84,0.5651687928072111
85,0.5610448943348382
86,0.5610290610884118
87,0.5572313656957131
88,0.555661434263695
89,0.552615459040394
90,0.5537604361068545
91,0.5485612977677443
92,0.547666487262005
93,0.5453525863763854
94,0.5412959869452348
95,0.5383171809939887
96,0.5344705558198644
97,0.531620400627767
98,0.5302030347932981
99,0.5297664338209498
100,0.5286953327224011
101,0.5255549275499629
102,0.5238920626208539
103,0.5223696084003749
104,0.5232208303109868
105,0.5182601652276797
106,0.5153287970644282
107,0.5128402517536493
108,0.509881960829412
109,0.5103340099646351
110,0.5047186387805488
111,0.506169579629823
112,0.5027697579128536
113,0.5001234660937092
114,0.49939053171262965
115,0.49594143408489977
116,0.49583324273740215
117,0.4936622751979377
118,0.48989807386097944
119,0.48827054861962327
120,0.4836471512561708
121,0.48318621868223655
122,0.4811109898127909
123,0.48099308924412165
124,0.47576371069968215
125,0.4730430916538389
126,0.46962210465603926
127,0.469169063126947
128,0.46504329532150207
129,0.46088729481997454
130,0.4584586423213088
131,0.45478023600390577
132,0.45133072536761365
133,0.44844607574733225
134,0.44394495449666904
135,0.4409505870398574
136,0.4374563428829974
137,0.4332189902545899
138,0.42701937246510363
139,0.4251142299081397
140,0.41872028924348786
141,0.413500651599854
142,0.40671928332546564
143,0.4021310175028373
144,0.3974847033267885
145,0.39252805662906076
146,0.38230205403538203
147,0.3753470273937766
148,0.3665139832365231
149,0.35658623055210265
150,0.35360255180381417
151,0.34358921834803
152,0.3374702285124561
153,0.32487193500901773
154,0.3171592765436398
155,0.30612133525487945
156,0.29647528303889775
157,0.28993646741852047
158,0.27936767417145525
159,0.2667948085022724
160,0.25858031694344646
161,0.2541087078531896
162,0.24117183239441217
163,0.2330681754378822
164,0.22771579825033353
165,0.21866259624169568
166,0.2111240847138908
167,0.20430777908310177
168,0.19658086501707242
169,0.19062357894548282
170,0.18355944752693176
171,0.17941087308361775
172,0.17326257266397552
173,0.1686858239136343
174,0.16465311691047638
175,0.16051257970764882
176,0.15701368040456545
177,0.15036836137452464
178,0.14805382695489042
179,0.1461065060745074
180,0.14056490737152852
181,0.1377222419489087
182,0.13572602243874016
183,0.13267670964866174
184,0.13232039789280553
185,0.1294333544655109
186,0.12777169987441986
187,0.12540862239955916
188,0.12220498978152988
189,0.12186489336368606
190,0.1192048085838791
191,0.1191709609482232
192,0.1175367046059586
193,0.11598763603159762
194,0.11237919993522599
195,0.11334553965198713
196,0.11217527707496028
197,0.11166995804844879
198,0.10955526404024109
199,0.10863490338165929
200,0.10863189845103917
201,0.10639663345701113
202,0.1058723116366882
203,0.10472262216599908
204,0.10417572203583604
205,0.10456172406204103
206,0.10460839889884933
207,0.10430374342625535
208,0.10262748141457716
209,0.10146843683062576
210,0.1013724387396039
211,0.10191503982609651
212,0.10041401717137163
213,0.10085920226855541
214,0.10036317018542702
215,0.09959690730402788
216,0.09897606045477034
217,0.0992427615551498
218,0.09644862076663595
219,0.09737724564441545
220,0.09660245583752008
221,0.09639224691653815
222,0.09588955747564946
223,0.09770754912472147
224,0.09637996413576322
225,0.0956763845729077
226,0.09427392823020304
227,0.09597437136520551
228,0.0948287695646286
229,0.0937286085031164
230,0.09473143605970022
231,0.09309858371188322
232,0.09424438362750481
