node_id,node_type,node_category,hasGroupId,hasGender,hasAge,hasSeverity,hasSiteOfInfection,hasDiseaseStatus,hasTissue,hasGroupDay,hasNeutrophilProportion,hasTypeRegulation,hasPValue,hasLog2_FC,hasName,hasDescription,hasID,hasURI,normalized_label,short_label
GO_1903706_instance,GO_1903706,GO Term,,,,,,,,,,,,,,,,,GO:1903706_instance,GO:1903706_instance
GO_0060284_instance,GO_0060284,GO Term,,,,,,,,,,,,,,,,,GO:0060284_instance,GO:0060284_instance
GO_2000026_instance,GO_2000026,GO Term,,,,,,,,,,,,,,,,,GO:2000026_instance,GO:2000026_instance
GO_0002521_instance,GO_0002521,GO Term,,,,,,,,,,,,,,,,,GO:0002521_instance,GO:0002521_instance
GO_0030154_instance,GO_0030154,GO Term,,,,,,,,,,,,,,,,,GO:0030154_instance,GO:0030154_instance
GO_0045637_instance,GO_0045637,GO Term,,,,,,,,,,,,,,,,,GO:0045637_instance,GO:0045637_instance
GO_0030099_instance,GO_0030099,GO Term,,,,,,,,,,,,,,,,,GO:0030099_instance,GO:0030099_instance
GO_0050793_instance,GO_0050793,GO Term,,,,,,,,,,,,,,,,,GO:0050793_instance,GO:0050793_instance
Protein_ACOX1,Protein,Gene/Protein,,,,,,,,,,No change,0.0050492389588628,-0.2581378636769464,,,,,ACOX1,ACOX1
Protein_ACSL1,Protein,Gene/Protein,,,,,,,,,,No change,0.0014794132928098,-0.5053203325367424,,,,,ACSL1,ACSL1
GO_0140096_instance,GO_0140096,GO Term,,,,,,,,,,,,,,,,,GO:0140096_instance,GO:0140096_instance
GO_0004674_instance,GO_0004674,GO Term,,,,,,,,,,,,,,,,,GO:0004674_instance,GO:0004674_instance
GO_0004672_instance,GO_0004672,GO Term,,,,,,,,,,,,,,,,,GO:0004672_instance,GO:0004672_instance
GO_0034097_instance,GO_0034097,GO Term,,,,,,,,,,,,,,,,,GO:0034097_instance,GO:0034097_instance
GO_1901652_instance,GO_1901652,GO Term,,,,,,,,,,,,,,,,,GO:1901652_instance,GO:1901652_instance
GO_0042221_instance,GO_0042221,GO Term,,,,,,,,,,,,,,,,,GO:0042221_instance,GO:0042221_instance
GO_0030234_instance,GO_0030234,GO Term,,,,,,,,,,,,,,,,,GO:0030234_instance,GO:0030234_instance
GO_0098772_instance,GO_0098772,GO Term,,,,,,,,,,,,,,,,,GO:0098772_instance,GO:0098772_instance
GO_0071495_instance,GO_0071495,GO Term,,,,,,,,,,,,,,,,,GO:0071495_instance,GO:0071495_instance
GO_0009719_instance,GO_0009719,GO Term,,,,,,,,,,,,,,,,,GO:0009719_instance,GO:0009719_instance
Protein_ACSS1,Protein,Gene/Protein,,,,,,,,,,No change,0.0009778258134855,0.1984756162438765,,,,,ACSS1,ACSS1
Protein_ACTB,Protein,Gene/Protein,,,,,,,,,,No change,0.0002645891459288,0.3033526058748901,,,,,ACTB,ACTB
GO_0000278_instance,GO_0000278,GO Term,,,,,,,,,,,,,,,,,GO:0000278_instance,GO:0000278_instance
GO_0007049_instance,GO_0007049,GO Term,,,,,,,,,,,,,,,,,GO:0007049_instance,GO:0007049_instance
GO_0140014_instance,GO_0140014,GO Term,,,,,,,,,,,,,,,,,GO:0140014_instance,GO:0140014_instance
GO_1903047_instance,GO_1903047,GO Term,,,,,,,,,,,,,,,,,GO:1903047_instance,GO:1903047_instance
GO_0022402_instance,GO_0022402,GO Term,,,,,,,,,,,,,,,,,GO:0022402_instance,GO:0022402_instance
GO_0045935_instance,GO_0045935,GO Term,,,,,,,,,,,,,,,,,GO:0045935_instance,GO:0045935_instance
GO_0033043_instance,GO_0033043,GO Term,,,,,,,,,,,,,,,,,GO:0033043_instance,GO:0033043_instance
GO_0051254_instance,GO_0051254,GO Term,,,,,,,,,,,,,,,,,GO:0051254_instance,GO:0051254_instance
GO_0051726_instance,GO_0051726,GO Term,,,,,,,,,,,,,,,,,GO:0051726_instance,GO:0051726_instance
GO_0044772_instance,GO_0044772,GO Term,,,,,,,,,,,,,,,,,GO:0044772_instance,GO:0044772_instance
GO_0044770_instance,GO_0044770,GO Term,,,,,,,,,,,,,,,,,GO:0044770_instance,GO:0044770_instance
GO_1902680_instance,GO_1902680,GO Term,,,,,,,,,,,,,,,,,GO:1902680_instance,GO:1902680_instance
GO_2001141_instance,GO_2001141,GO Term,,,,,,,,,,,,,,,,,GO:2001141_instance,GO:2001141_instance
GO_0032774_instance,GO_0032774,GO Term,,,,,,,,,,,,,,,,,GO:0032774_instance,GO:0032774_instance
GO_0045893_instance,GO_0045893,GO Term,,,,,,,,,,,,,,,,,GO:0045893_instance,GO:0045893_instance
GO_0006355_instance,GO_0006355,GO Term,,,,,,,,,,,,,,,,,GO:0006355_instance,GO:0006355_instance
GO_0006351_instance,GO_0006351,GO Term,,,,,,,,,,,,,,,,,GO:0006351_instance,GO:0006351_instance
GO_0006974_instance,GO_0006974,GO Term,,,,,,,,,,,,,,,,,GO:0006974_instance,GO:0006974_instance
GO_0005694_instance,GO_0005694,GO Term,,,,,,,,,,,,,,,,,GO:0005694_instance,GO:0005694_instance
GO_0007346_instance,GO_0007346,GO Term,,,,,,,,,,,,,,,,,GO:0007346_instance,GO:0007346_instance
GO_0030055_instance,GO_0030055,GO Term,,,,,,,,,,,,,,,,,GO:0030055_instance,GO:0030055_instance
GO_0005925_instance,GO_0005925,GO Term,,,,,,,,,,,,,,,,,GO:0005925_instance,GO:0005925_instance
GO_0098687_instance,GO_0098687,GO Term,,,,,,,,,,,,,,,,,GO:0098687_instance,GO:0098687_instance
GO_0005856_instance,GO_0005856,GO Term,,,,,,,,,,,,,,,,,GO:0005856_instance,GO:0005856_instance
GO_1901990_instance,GO_1901990,GO Term,,,,,,,,,,,,,,,,,GO:1901990_instance,GO:1901990_instance
GO_1901987_instance,GO_1901987,GO Term,,,,,,,,,,,,,,,,,GO:1901987_instance,GO:1901987_instance
GO_0019900_instance,GO_0019900,GO Term,,,,,,,,,,,,,,,,,GO:0019900_instance,GO:0019900_instance
GO_0046649_instance,GO_0046649,GO Term,,,,,,,,,,,,,,,,,GO:0046649_instance,GO:0046649_instance
GO_0045321_instance,GO_0045321,GO Term,,,,,,,,,,,,,,,,,GO:0045321_instance,GO:0045321_instance
GO_0010564_instance,GO_0010564,GO Term,,,,,,,,,,,,,,,,,GO:0010564_instance,GO:0010564_instance
GO_0019901_instance,GO_0019901,GO Term,,,,,,,,,,,,,,,,,GO:0019901_instance,GO:0019901_instance
GO_0000793_instance,GO_0000793,GO Term,,,,,,,,,,,,,,,,,GO:0000793_instance,GO:0000793_instance
GO_0001775_instance,GO_0001775,GO Term,,,,,,,,,,,,,,,,,GO:0001775_instance,GO:0001775_instance
GO_0000775_instance,GO_0000775,GO Term,,,,,,,,,,,,,,,,,GO:0000775_instance,GO:0000775_instance
GO_0035770_instance,GO_0035770,GO Term,,,,,,,,,,,,,,,,,GO:0035770_instance,GO:0035770_instance
GO_0099080_instance,GO_0099080,GO Term,,,,,,,,,,,,,,,,,GO:0099080_instance,GO:0099080_instance
GO_0051249_instance,GO_0051249,GO Term,,,,,,,,,,,,,,,,,GO:0051249_instance,GO:0051249_instance
GO_0002694_instance,GO_0002694,GO Term,,,,,,,,,,,,,,,,,GO:0002694_instance,GO:0002694_instance
GO_0006259_instance,GO_0006259,GO Term,,,,,,,,,,,,,,,,,GO:0006259_instance,GO:0006259_instance
GO_0090304_instance,GO_0090304,GO Term,,,,,,,,,,,,,,,,,GO:0090304_instance,GO:0090304_instance
GO_0000776_instance,GO_0000776,GO Term,,,,,,,,,,,,,,,,,GO:0000776_instance,GO:0000776_instance
GO_0000779_instance,GO_0000779,GO Term,,,,,,,,,,,,,,,,,GO:0000779_instance,GO:0000779_instance
GO_0005938_instance,GO_0005938,GO Term,,,,,,,,,,,,,,,,,GO:0005938_instance,GO:0005938_instance
GO_0071944_instance,GO_0071944,GO Term,,,,,,,,,,,,,,,,,GO:0071944_instance,GO:0071944_instance
GO_0036464_instance,GO_0036464,GO Term,,,,,,,,,,,,,,,,,GO:0036464_instance,GO:0036464_instance
GO_0050865_instance,GO_0050865,GO Term,,,,,,,,,,,,,,,,,GO:0050865_instance,GO:0050865_instance
GO_0006325_instance,GO_0006325,GO Term,,,,,,,,,,,,,,,,,GO:0006325_instance,GO:0006325_instance
GO_0072659_instance,GO_0072659,GO Term,,,,,,,,,,,,,,,,,GO:0072659_instance,GO:0072659_instance
GO_0072657_instance,GO_0072657,GO Term,,,,,,,,,,,,,,,,,GO:0072657_instance,GO:0072657_instance
GO_1990778_instance,GO_1990778,GO Term,,,,,,,,,,,,,,,,,GO:1990778_instance,GO:1990778_instance
GO_0006281_instance,GO_0006281,GO Term,,,,,,,,,,,,,,,,,GO:0006281_instance,GO:0006281_instance
GO_0051052_instance,GO_0051052,GO Term,,,,,,,,,,,,,,,,,GO:0051052_instance,GO:0051052_instance
GO_0140297_instance,GO_0140297,GO Term,,,,,,,,,,,,,,,,,GO:0140297_instance,GO:0140297_instance
GO_0008134_instance,GO_0008134,GO Term,,,,,,,,,,,,,,,,,GO:0008134_instance,GO:0008134_instance
GO_0003682_instance,GO_0003682,GO Term,,,,,,,,,,,,,,,,,GO:0003682_instance,GO:0003682_instance
GO_0006302_instance,GO_0006302,GO Term,,,,,,,,,,,,,,,,,GO:0006302_instance,GO:0006302_instance
Protein_ACTG1,Protein,Gene/Protein,,,,,,,,,,No change,2.262200085521997e-05,-0.7041249028663632,,,,,ACTG1,ACTG1
GO_0044389_instance,GO_0044389,GO Term,,,,,,,,,,,,,,,,,GO:0044389_instance,GO:0044389_instance
GO_0044087_instance,GO_0044087,GO Term,,,,,,,,,,,,,,,,,GO:0044087_instance,GO:0044087_instance
GO_0044085_instance,GO_0044085,GO Term,,,,,,,,,,,,,,,,,GO:0044085_instance,GO:0044085_instance
GO_0031625_instance,GO_0031625,GO Term,,,,,,,,,,,,,,,,,GO:0031625_instance,GO:0031625_instance
GO_0051493_instance,GO_0051493,GO Term,,,,,,,,,,,,,,,,,GO:0051493_instance,GO:0051493_instance
GO_0007010_instance,GO_0007010,GO Term,,,,,,,,,,,,,,,,,GO:0007010_instance,GO:0007010_instance
GO_0044419_instance,GO_0044419,GO Term,,,,,,,,,,,,,,,,,GO:0044419_instance,GO:0044419_instance
GO_0009607_instance,GO_0009607,GO Term,,,,,,,,,,,,,,,,,GO:0009607_instance,GO:0009607_instance
GO_1902903_instance,GO_1902903,GO Term,,,,,,,,,,,,,,,,,GO:1902903_instance,GO:1902903_instance
GO_0097435_instance,GO_0097435,GO Term,,,,,,,,,,,,,,,,,GO:0097435_instance,GO:0097435_instance
GO_0032970_instance,GO_0032970,GO Term,,,,,,,,,,,,,,,,,GO:0032970_instance,GO:0032970_instance
GO_0030029_instance,GO_0030029,GO Term,,,,,,,,,,,,,,,,,GO:0030029_instance,GO:0030029_instance
GO_0051707_instance,GO_0051707,GO Term,,,,,,,,,,,,,,,,,GO:0051707_instance,GO:0051707_instance
GO_0043207_instance,GO_0043207,GO Term,,,,,,,,,,,,,,,,,GO:0043207_instance,GO:0043207_instance
GO_0009605_instance,GO_0009605,GO Term,,,,,,,,,,,,,,,,,GO:0009605_instance,GO:0009605_instance
GO_0110053_instance,GO_0110053,GO Term,,,,,,,,,,,,,,,,,GO:0110053_instance,GO:0110053_instance
GO_0032956_instance,GO_0032956,GO Term,,,,,,,,,,,,,,,,,GO:0032956_instance,GO:0032956_instance
GO_0007015_instance,GO_0007015,GO Term,,,,,,,,,,,,,,,,,GO:0007015_instance,GO:0007015_instance
GO_0030036_instance,GO_0030036,GO Term,,,,,,,,,,,,,,,,,GO:0030036_instance,GO:0030036_instance
GO_0045087_instance,GO_0045087,GO Term,,,,,,,,,,,,,,,,,GO:0045087_instance,GO:0045087_instance
GO_0140546_instance,GO_0140546,GO Term,,,,,,,,,,,,,,,,,GO:0140546_instance,GO:0140546_instance
GO_0006955_instance,GO_0006955,GO Term,,,,,,,,,,,,,,,,,GO:0006955_instance,GO:0006955_instance
GO_0098542_instance,GO_0098542,GO Term,,,,,,,,,,,,,,,,,GO:0098542_instance,GO:0098542_instance
Protein_ACTN4,Protein,Gene/Protein,,,,,,,,,,No change,0.0022547167215684,0.291131814262684,,,,,ACTN4,ACTN4
GO_0030674_instance,GO_0030674,GO Term,,,,,,,,,,,,,,,,,GO:0030674_instance,GO:0030674_instance
GO_0060090_instance,GO_0060090,GO Term,,,,,,,,,,,,,,,,,GO:0060090_instance,GO:0060090_instance
GO_0051640_instance,GO_0051640,GO Term,,,,,,,,,,,,,,,,,GO:0051640_instance,GO:0051640_instance
GO_0045944_instance,GO_0045944,GO Term,,,,,,,,,,,,,,,,,GO:0045944_instance,GO:0045944_instance
GO_0006357_instance,GO_0006357,GO Term,,,,,,,,,,,,,,,,,GO:0006357_instance,GO:0006357_instance
GO_0006366_instance,GO_0006366,GO Term,,,,,,,,,,,,,,,,,GO:0006366_instance,GO:0006366_instance
GO_0051656_instance,GO_0051656,GO Term,,,,,,,,,,,,,,,,,GO:0051656_instance,GO:0051656_instance
GO_0051650_instance,GO_0051650,GO Term,,,,,,,,,,,,,,,,,GO:0051650_instance,GO:0051650_instance
GO_0051648_instance,GO_0051648,GO Term,,,,,,,,,,,,,,,,,GO:0051648_instance,GO:0051648_instance
Protein_ACTR3,Protein,Gene/Protein,,,,,,,,,,No change,3.5303943439770386e-06,-0.566237589793749,,,,,ACTR3,ACTR3
GO_0051301_instance,GO_0051301,GO Term,,,,,,,,,,,,,,,,,GO:0051301_instance,GO:0051301_instance
GO_0000910_instance,GO_0000910,GO Term,,,,,,,,,,,,,,,,,GO:0000910_instance,GO:0000910_instance
GO_0090148_instance,GO_0090148,GO Term,,,,,,,,,,,,,,,,,GO:0090148_instance,GO:0090148_instance
GO_0061640_instance,GO_0061640,GO Term,,,,,,,,,,,,,,,,,GO:0061640_instance,GO:0061640_instance
Protein_ACVR1,Protein,Gene/Protein,,,,,,,,,,No change,0.0019512386821236,-0.2461172794599733,,,,,ACVR1,ACVR1
GO_1901991_instance,GO_1901991,GO Term,,,,,,,,,,,,,,,,,GO:1901991_instance,GO:1901991_instance
GO_1901988_instance,GO_1901988,GO Term,,,,,,,,,,,,,,,,,GO:1901988_instance,GO:1901988_instance
GO_0045930_instance,GO_0045930,GO Term,,,,,,,,,,,,,,,,,GO:0045930_instance,GO:0045930_instance
GO_0043069_instance,GO_0043069,GO Term,,,,,,,,,,,,,,,,,GO:0043069_instance,GO:0043069_instance
GO_0045786_instance,GO_0045786,GO Term,,,,,,,,,,,,,,,,,GO:0045786_instance,GO:0045786_instance
GO_0043066_instance,GO_0043066,GO Term,,,,,,,,,,,,,,,,,GO:0043066_instance,GO:0043066_instance
GO_0010948_instance,GO_0010948,GO Term,,,,,,,,,,,,,,,,,GO:0010948_instance,GO:0010948_instance
Protein_ADAM10,Protein,Gene/Protein,,,,,,,,,,No change,0.0022534769613698,-0.0814952466224845,,,,,ADAM10,ADAM10
GO_0009057_instance,GO_0009057,GO Term,,,,,,,,,,,,,,,,,GO:0009057_instance,GO:0009057_instance
GO_0030163_instance,GO_0030163,GO Term,,,,,,,,,,,,,,,,,GO:0030163_instance,GO:0030163_instance
GO_0030135_instance,GO_0030135,GO Term,,,,,,,,,,,,,,,,,GO:0030135_instance,GO:0030135_instance
GO_0006508_instance,GO_0006508,GO Term,,,,,,,,,,,,,,,,,GO:0006508_instance,GO:0006508_instance
GO_0032101_instance,GO_0032101,GO Term,,,,,,,,,,,,,,,,,GO:0032101_instance,GO:0032101_instance
Protein_ADAMTSL4,Protein,Gene/Protein,,,,,,,,,,No change,0.001985938599366,0.0509136832672796,,,,,ADAMTSL4,ADAMTSL4
Protein_ADAR,Protein,Gene/Protein,,,,,,,,,,No change,0.0004291404280696,0.3381572899770333,,,,,ADAR,ADAR
GO_0005681_instance,GO_0005681,GO Term,,,,,,,,,,,,,,,,,GO:0005681_instance,GO:0005681_instance
GO_0140513_instance,GO_0140513,GO Term,,,,,,,,,,,,,,,,,GO:0140513_instance,GO:0140513_instance
GO_1990904_instance,GO_1990904,GO Term,,,,,,,,,,,,,,,,,GO:1990904_instance,GO:1990904_instance
GO_0002683_instance,GO_0002683,GO Term,,,,,,,,,,,,,,,,,GO:0002683_instance,GO:0002683_instance
GO_0009615_instance,GO_0009615,GO Term,,,,,,,,,,,,,,,,,GO:0009615_instance,GO:0009615_instance
GO_0006913_instance,GO_0006913,GO Term,,,,,,,,,,,,,,,,,GO:0006913_instance,GO:0006913_instance
GO_0051169_instance,GO_0051169,GO Term,,,,,,,,,,,,,,,,,GO:0051169_instance,GO:0051169_instance
GO_0050776_instance,GO_0050776,GO Term,,,,,,,,,,,,,,,,,GO:0050776_instance,GO:0050776_instance
GO_0006886_instance,GO_0006886,GO Term,,,,,,,,,,,,,,,,,GO:0006886_instance,GO:0006886_instance
GO_0002831_instance,GO_0002831,GO Term,,,,,,,,,,,,,,,,,GO:0002831_instance,GO:0002831_instance
GO_0016032_instance,GO_0016032,GO Term,,,,,,,,,,,,,,,,,GO:0016032_instance,GO:0016032_instance
GO_0045088_instance,GO_0045088,GO Term,,,,,,,,,,,,,,,,,GO:0045088_instance,GO:0045088_instance
GO_0031347_instance,GO_0031347,GO Term,,,,,,,,,,,,,,,,,GO:0031347_instance,GO:0031347_instance
GO_0051607_instance,GO_0051607,GO Term,,,,,,,,,,,,,,,,,GO:0051607_instance,GO:0051607_instance
GO_0051168_instance,GO_0051168,GO Term,,,,,,,,,,,,,,,,,GO:0051168_instance,GO:0051168_instance
Protein_ADD3,Protein,Gene/Protein,,,,,,,,,,No change,0.00042706488487,-0.4118736013499564,,,,,ADD3,ADD3
GO_0043254_instance,GO_0043254,GO Term,,,,,,,,,,,,,,,,,GO:0043254_instance,GO:0043254_instance
GO_0065003_instance,GO_0065003,GO Term,,,,,,,,,,,,,,,,,GO:0065003_instance,GO:0065003_instance
GO_0010638_instance,GO_0010638,GO Term,,,,,,,,,,,,,,,,,GO:0010638_instance,GO:0010638_instance
GO_0000228_instance,GO_0000228,GO Term,,,,,,,,,,,,,,,,,GO:0000228_instance,GO:0000228_instance
GO_0032271_instance,GO_0032271,GO Term,,,,,,,,,,,,,,,,,GO:0032271_instance,GO:0032271_instance
GO_0051258_instance,GO_0051258,GO Term,,,,,,,,,,,,,,,,,GO:0051258_instance,GO:0051258_instance
GO_0008064_instance,GO_0008064,GO Term,,,,,,,,,,,,,,,,,GO:0008064_instance,GO:0008064_instance
GO_0030832_instance,GO_0030832,GO Term,,,,,,,,,,,,,,,,,GO:0030832_instance,GO:0030832_instance
GO_0008154_instance,GO_0008154,GO Term,,,,,,,,,,,,,,,,,GO:0008154_instance,GO:0008154_instance
GO_0032535_instance,GO_0032535,GO Term,,,,,,,,,,,,,,,,,GO:0032535_instance,GO:0032535_instance
GO_0032984_instance,GO_0032984,GO Term,,,,,,,,,,,,,,,,,GO:0032984_instance,GO:0032984_instance
GO_0043933_instance,GO_0043933,GO Term,,,,,,,,,,,,,,,,,GO:0043933_instance,GO:0043933_instance
Protein_ADI1,Protein,Gene/Protein,,,,,,,,,,No change,0.0002522613488348,-0.1610624424630371,,,,,ADI1,ADI1
Protein_ADIPOR2,Protein,Gene/Protein,,,,,,,,,,No change,8.903199319384487e-07,0.2604083794302259,,,,,ADIPOR2,ADIPOR2
Protein_ADNP,Protein,Gene/Protein,,,,,,,,,,No change,0.0004802823219457,-0.204120451928258,,,,,ADNP,ADNP
GO_0090575_instance,GO_0090575,GO Term,,,,,,,,,,,,,,,,,GO:0090575_instance,GO:0090575_instance
GO_0005667_instance,GO_0005667,GO Term,,,,,,,,,,,,,,,,,GO:0005667_instance,GO:0005667_instance
Protein_ADORA2A,Protein,Gene/Protein,,,,,,,,,,No change,0.0058109013793666,0.328355216665356,,,,,ADORA2A,ADORA2A
Protein_ADRM1,Protein,Gene/Protein,,,,,,,,,,No change,0.0080616113319922,0.1313660557366596,,,,,ADRM1,ADRM1
GO_0051603_instance,GO_0051603,GO Term,,,,,,,,,,,,,,,,,GO:0051603_instance,GO:0051603_instance
GO_0043632_instance,GO_0043632,GO Term,,,,,,,,,,,,,,,,,GO:0043632_instance,GO:0043632_instance
GO_0019941_instance,GO_0019941,GO Term,,,,,,,,,,,,,,,,,GO:0019941_instance,GO:0019941_instance
GO_0006511_instance,GO_0006511,GO Term,,,,,,,,,,,,,,,,,GO:0006511_instance,GO:0006511_instance
GO_0016567_instance,GO_0016567,GO Term,,,,,,,,,,,,,,,,,GO:0016567_instance,GO:0016567_instance
GO_0010498_instance,GO_0010498,GO Term,,,,,,,,,,,,,,,,,GO:0010498_instance,GO:0010498_instance
GO_0043161_instance,GO_0043161,GO Term,,,,,,,,,,,,,,,,,GO:0043161_instance,GO:0043161_instance
GO_0006368_instance,GO_0006368,GO Term,,,,,,,,,,,,,,,,,GO:0006368_instance,GO:0006368_instance
GO_0006354_instance,GO_0006354,GO Term,,,,,,,,,,,,,,,,,GO:0006354_instance,GO:0006354_instance
Protein_AEBP2,Protein,Gene/Protein,,,,,,,,,,No change,0.0030823994993733,-0.0650414028930441,,,,,AEBP2,AEBP2
Protein_AFTPH,Protein,Gene/Protein,,,,,,,,,,No change,4.476206030188173e-05,-0.2280883148197716,,,,,AFTPH,AFTPH
Protein_AGGF1,Protein,Gene/Protein,,,,,,,,,,No change,0.0003305568735712,-0.2108570528702955,,,,,AGGF1,AGGF1
Protein_AGPAT1,Protein,Gene/Protein,,,,,,,,,,No change,0.0028405645975709,0.2659547023322384,,,,,AGPAT1,AGPAT1
Protein_AGPAT2,Protein,Gene/Protein,,,,,,,,,,No change,0.0077073564336708,0.2086804062591856,,,,,AGPAT2,AGPAT2
Protein_AGTRAP,Protein,Gene/Protein,,,,,,,,,,No change,0.0099471166870358,0.303016878844053,,,,,AGTRAP,AGTRAP
Protein_AK2,Protein,Gene/Protein,,,,,,,,,,No change,0.0044680921000726,0.1865422565072183,,,,,AK2,AK2
Protein_AKAP11,Protein,Gene/Protein,,,,,,,,,,No change,0.0013594774354193,-0.257775504339456,,,,,AKAP11,AKAP11
GO_0015630_instance,GO_0015630,GO Term,,,,,,,,,,,,,,,,,GO:0015630_instance,GO:0015630_instance
GO_0005813_instance,GO_0005813,GO Term,,,,,,,,,,,,,,,,,GO:0005813_instance,GO:0005813_instance
GO_0005815_instance,GO_0005815,GO Term,,,,,,,,,,,,,,,,,GO:0005815_instance,GO:0005815_instance
GO_0005814_instance,GO_0005814,GO Term,,,,,,,,,,,,,,,,,GO:0005814_instance,GO:0005814_instance
Protein_AKAP13,Protein,Gene/Protein,,,,,,,,,,No change,0.0007167117136658,0.2790187160638675,,,,,AKAP13,AKAP13
Protein_AKAP7,Protein,Gene/Protein,,,,,,,,,,No change,0.0001492571763622,-0.5897829476515755,,,,,AKAP7,AKAP7
Protein_AKAP8L,Protein,Gene/Protein,,,,,,,,,,No change,0.000413851826067,0.2144366440334648,,,,,AKAP8L,AKAP8L
GO_0044839_instance,GO_0044839,GO Term,,,,,,,,,,,,,,,,,GO:0044839_instance,GO:0044839_instance
GO_0051028_instance,GO_0051028,GO Term,,,,,,,,,,,,,,,,,GO:0051028_instance,GO:0051028_instance
GO_0050658_instance,GO_0050658,GO Term,,,,,,,,,,,,,,,,,GO:0050658_instance,GO:0050658_instance
GO_0016605_instance,GO_0016605,GO Term,,,,,,,,,,,,,,,,,GO:0016605_instance,GO:0016605_instance
GO_0051236_instance,GO_0051236,GO Term,,,,,,,,,,,,,,,,,GO:0051236_instance,GO:0051236_instance
GO_0006403_instance,GO_0006403,GO Term,,,,,,,,,,,,,,,,,GO:0006403_instance,GO:0006403_instance
GO_0006997_instance,GO_0006997,GO Term,,,,,,,,,,,,,,,,,GO:0006997_instance,GO:0006997_instance
GO_0050657_instance,GO_0050657,GO Term,,,,,,,,,,,,,,,,,GO:0050657_instance,GO:0050657_instance
Protein_AKIRIN1,Protein,Gene/Protein,,,,,,,,,,No change,0.0002790068436592,-0.1916182906056418,,,,,AKIRIN1,AKIRIN1
Protein_AKR1A1,Protein,Gene/Protein,,,,,,,,,,No change,0.0006753243073771,0.2874998953534575,,,,,AKR1A1,AKR1A1
Protein_AMD1,Protein,Gene/Protein,,,,,,,,,,No change,0.0002466734668913,-0.3818564316710411,,,,,AMD1,AMD1
Protein_AMDHD2,Protein,Gene/Protein,,,,,,,,,,No change,0.0009113505439278,0.1843196582506552,,,,,AMDHD2,AMDHD2
Protein_AMY1A,Protein,Gene/Protein,,,,,,,,,,No change,1.1530411116679724e-05,-0.4986093629674109,,,,,AMY1A,AMY1A
Protein_ANKFY1,Protein,Gene/Protein,,,,,,,,,,No change,0.0003568257596848,0.2524095855769905,,,,,ANKFY1,ANKFY1
GO_0048193_instance,GO_0048193,GO Term,,,,,,,,,,,,,,,,,GO:0048193_instance,GO:0048193_instance
GO_0016050_instance,GO_0016050,GO Term,,,,,,,,,,,,,,,,,GO:0016050_instance,GO:0016050_instance
GO_1901981_instance,GO_1901981,GO Term,,,,,,,,,,,,,,,,,GO:1901981_instance,GO:1901981_instance
GO_0035091_instance,GO_0035091,GO Term,,,,,,,,,,,,,,,,,GO:0035091_instance,GO:0035091_instance
Protein_ANKRA2,Protein,Gene/Protein,,,,,,,,,,No change,0.001985938599366,-0.2278185895848672,,,,,ANKRA2,ANKRA2
Protein_ANKRD10,Protein,Gene/Protein,,,,,,,,,,No change,0.0009658011871004,-0.231163172987312,,,,,ANKRD10,ANKRD10
Protein_ANKRD12,Protein,Gene/Protein,,,,,,,,,,No change,0.0018634492687525,-0.2739824612856516,,,,,ANKRD12,ANKRD12
Protein_ANKZF1,Protein,Gene/Protein,,,,,,,,,,No change,0.0025661706217758,0.1277391409685044,,,,,ANKZF1,ANKZF1
Protein_ANP32A,Protein,Gene/Protein,,,,,,,,,,No change,1.1426391707066058e-06,-0.3893183950514007,,,,,ANP32A,ANP32A
Protein_ANXA4,Protein,Gene/Protein,,,,,,,,,,No change,0.000563494383764,-0.1187359464269466,,,,,ANXA4,ANXA4
Protein_AP1S1,Protein,Gene/Protein,,,,,,,,,,No change,0.0087406522251864,0.1398103663578309,,,,,AP1S1,AP1S1
Protein_AP2A2,Protein,Gene/Protein,,,,,,,,,,No change,0.006433876179232,0.076100605824803,,,,,AP2A2,AP2A2
Protein_AP3B1,Protein,Gene/Protein,,,,,,,,,,No change,0.0052703513040786,0.2585599466767281,,,,,AP3B1,AP3B1
GO_0002764_instance,GO_0002764,GO Term,,,,,,,,,,,,,,,,,GO:0002764_instance,GO:0002764_instance
GO_0002757_instance,GO_0002757,GO Term,,,,,,,,,,,,,,,,,GO:0002757_instance,GO:0002757_instance
GO_0002253_instance,GO_0002253,GO Term,,,,,,,,,,,,,,,,,GO:0002253_instance,GO:0002253_instance
GO_0072384_instance,GO_0072384,GO Term,,,,,,,,,,,,,,,,,GO:0072384_instance,GO:0072384_instance
GO_0010970_instance,GO_0010970,GO Term,,,,,,,,,,,,,,,,,GO:0010970_instance,GO:0010970_instance
Protein_APBB3,Protein,Gene/Protein,,,,,,,,,,No change,0.0082999937208114,0.1771157110883638,,,,,APBB3,APBB3
Protein_APEH,Protein,Gene/Protein,,,,,,,,,,No change,0.0016504909251916,0.1645732226303593,,,,,APEH,APEH
