feature,importance
Feature_68,0.006566737549626869
Feature_140,0.005693952585169891
Feature_116,0.004070511341641387
Feature_11,0.0035585005420036044
Feature_94,0.003047472182000128
Feature_168,0.0027502160929610596
Feature_122,0.002406457419985445
Feature_89,0.0021233043579054023
Feature_181,0.002037500603133746
Feature_95,0.002023445564314037
Feature_65,0.0018831157803341693
Feature_12,0.0018713332294229565
Feature_117,0.0018563673131455176
Feature_15,0.001781118699467032
Feature_58,0.0017430891703370621
Feature_3,0.001546145120307679
Feature_62,0.001545593997188069
Feature_78,0.0015013127442637256
Feature_143,0.0014815111185788395
Feature_197,0.001354348070342808
Feature_107,0.0013325578455154936
Feature_53,0.0013290341790357164
Feature_165,0.001305054687191678
Feature_21,0.0012982694121634678
Feature_161,0.0012513876160611204
Feature_169,0.0012281441181591366
Feature_135,0.0010517752013443446
Feature_199,0.0009251121580596107
Feature_79,0.0008616718294496378
Feature_149,0.0008424777955063198
Feature_147,0.0007956375175354373
Feature_184,0.0007716170834149059
Feature_40,0.0007480433852891651
Feature_171,0.0007209494781756401
Feature_158,0.0006987741828611884
Feature_27,0.0006914377611683922
Feature_154,0.0006203571314434593
Feature_4,0.0005978362356152981
Feature_91,0.0005895312534135092
Feature_148,0.0005400302802586641
Feature_72,0.0005215563240718434
Feature_57,0.00048194959689561704
Feature_163,0.00047213498236864273
Feature_131,0.00045572219742694446
Feature_123,0.000450240019092482
Feature_141,0.00040200228581428656
Feature_75,0.0003871240755801397
Feature_136,0.0003625437279402916
Feature_172,0.00035002744308762767
Feature_186,0.00034653137261791826
