feature,importance
Feature_16,0.0021244423658825853
Feature_95,0.0018297172567112454
Feature_73,0.0015200992401082469
Feature_22,0.0009519296165320574
Feature_76,0.0007575316074063861
Feature_23,0.0006480839374969733
Feature_4,0.0005390374937069056
Feature_77,0.00047164406406607727
Feature_42,0.0003584738978419097
Feature_92,0.00033412499383570084
Feature_68,0.0003063841618444166
Feature_87,0.0002963764367035674
Feature_18,0.0002891803048542319
Feature_54,0.0002668409692024196
Feature_47,0.0002602258393327612
Feature_80,0.0002393662965226194
Feature_27,0.00023113143139092836
Feature_17,0.00021758291422178713
Feature_56,0.00021066409961767582
Feature_50,0.00021060960094644788
Feature_30,0.0002064641139441383
Feature_78,0.0001968298105887447
Feature_60,0.0001580250170895865
Feature_90,0.00015449825629328007
Feature_24,0.0001469494754843712
Feature_26,0.00014669575401412804
Feature_94,0.00014254667135798064
Feature_88,0.00013819940125557752
Feature_72,0.00012056373056644113
Feature_65,0.00010495151607454289
Feature_86,9.760485176114338e-05
Feature_32,9.727604332323815e-05
Feature_29,9.43606769115348e-05
Feature_96,7.971624967367303e-05
Feature_5,7.81103337043331e-05
Feature_99,7.388969136057274e-05
Feature_89,7.371574620084145e-05
Feature_69,7.302241927678723e-05
Feature_61,6.637317511034002e-05
Feature_25,6.56314809101607e-05
Feature_49,6.519284757587633e-05
Feature_55,6.411437787460828e-05
Feature_19,5.9895312856581965e-05
Feature_14,5.864478251315002e-05
Feature_35,5.855239776843568e-05
Feature_34,5.751307429520478e-05
Feature_2,5.441293781621451e-05
Feature_70,5.0628308374271014e-05
Feature_48,4.746732823966052e-05
Feature_58,4.636748816723605e-05
