Source,Target,Relation,Type,Weight
Protein_G3BP1,Protein_NUP214,hasPhysicalInteractionWith,Undirected,1.0
Protein_G3BP1,Protein_G3BP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_G3BP1,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_G3BP1,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_G3BP1,Protein_PTBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_G3BP1,Protein_YBX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_G3BP1,Protein_YBX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GABARAPL2,Protein_ATG3,hasPhysicalInteractionWith,Undirected,1.0
Protein_GABARAPL2,Protein_ATG3,hasPhysicalInteractionWith,Undirected,1.0
Protein_GAPDH,Protein_ATXN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GAPDH,Protein_YWHAE,hasPhysicalInteractionWith,Undirected,1.0
Protein_GAPDH,Protein_GAPDH,hasPhysicalInteractionWith,Undirected,1.0
Protein_GAPDH,Protein_PKM,hasPhysicalInteractionWith,Undirected,1.0
Protein_GAPDH,Protein_PKM,hasPhysicalInteractionWith,Undirected,1.0
Protein_GAPDH,Protein_RPA2,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_CD22,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_CD22,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_BCR,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_BCR,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_CDC42,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_CDC42,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_AP2A2,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_AP2A2,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_ACTB,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_ACTB,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_CLTC,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_CLTC,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_ACTG1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_ACTG1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_PIK3R1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_PIK3R1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_PRKAR1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_DCTN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_HNRNPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_INPP5D,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_INPP5D,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_STAMBP,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_STAMBP,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_NCK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_DNM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_DNM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_TCP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_EEF1D,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_PSME1,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_GAPDH,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_WDR77,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_YWHAE,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_YWHAQ,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_PTPN12,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_PTPN12,hasPhysicalInteractionWith,Undirected,1.0
Protein_GRB2,Protein_UBA1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HIF1A,Protein_BCR,hasPhysicalInteractionWith,Undirected,1.0
Protein_HIF1A,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_HIF1A,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_HIF1A,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_HIF1A,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_HIF1A,Protein_RUNX2,hasPhysicalInteractionWith,Undirected,1.0
Protein_HIF1A,Protein_RUNX2,hasPhysicalInteractionWith,Undirected,1.0
Protein_HIF1A,Protein_PKM,hasPhysicalInteractionWith,Undirected,1.0
Protein_HIF1A,Protein_PKM,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPC,Protein_CHD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPC,Protein_BARD1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPC,Protein_HNRNPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPC,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPC,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPC,Protein_RNPS1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPC,Protein_UTP14A,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPC,Protein_NXF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPC,Protein_ILF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPC,Protein_ILF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPC,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPC,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH2,Protein_MAX,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH2,Protein_SNRPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH2,Protein_SNRPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH2,Protein_SF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH2,Protein_SF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH2,Protein_ILF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH2,Protein_ILF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH2,Protein_PRPF31,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH2,Protein_PRPF31,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH2,Protein_RBM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH2,Protein_RBM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH2,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH1,Protein_DDX17,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH1,Protein_DDX17,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH1,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH1,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH1,Protein_SNRNP70,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH1,Protein_SNRNP70,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH1,Protein_SRRM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH1,Protein_HNRNPH3,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH1,Protein_HNRNPH3,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH1,Protein_RBM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH1,Protein_SF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH1,Protein_SF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH3,Protein_UTP14A,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH3,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH3,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH3,Protein_DDX17,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH3,Protein_DDX17,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH3,Protein_RBM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH3,Protein_HNRNPH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH3,Protein_HNRNPH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_HNRNPH3,Protein_HNRNPH3,hasPhysicalInteractionWith,Undirected,1.0
Protein_IFIT3,Protein_IFIT3,hasPhysicalInteractionWith,Undirected,1.0
Protein_IFIT3,Protein_YBX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_IFIT3,Protein_SNRNP70,hasPhysicalInteractionWith,Undirected,1.0
Protein_IFIT3,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_IFIT3,Protein_ILF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_IFIT3,Protein_SNRPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_IFIT3,Protein_MOV10,hasPhysicalInteractionWith,Undirected,1.0
Protein_IFIT3,Protein_TPM3,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_CD9,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_CD9,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_PKM,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_EIF3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_DDX17,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_SUPT16H,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_YBX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_HNRNPH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_ILF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_SRSF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_EEF1D,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_TUBA4A,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_RPS9,hasPhysicalInteractionWith,Undirected,1.0
Protein_IGSF8,Protein_RPS3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKB,Protein_CASP8,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKB,Protein_CASP8,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKB,Protein_EIF2AK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKB,Protein_EIF2AK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKB,Protein_IKBKB,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKB,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKB,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKB,Protein_IKBKE,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKE,Protein_CLTC,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKE,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKE,Protein_TANK,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKE,Protein_TANK,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKE,Protein_TOPORS,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKE,Protein_TOPORS,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKE,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKE,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKE,Protein_IKBKB,hasPhysicalInteractionWith,Undirected,1.0
Protein_IKBKE,Protein_IKBKE,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_ACTG1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_TRIP6,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_EIF2AK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_EIF2AK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_RPS3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_SF3B1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_MOV10,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_RPL10A,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_RPL10A,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_SRSF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_SRSF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_RNPS1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_SNRNP70,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_SNRNP70,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_SRRM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_TUBA4A,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_MRPL12,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_RAB11A,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_NXF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_SNRPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_SNRPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_SF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_SF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_ILF3,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_INPP5D,Protein_CD22,hasPhysicalInteractionWith,Undirected,1.0
Protein_INPP5D,Protein_BCR,hasPhysicalInteractionWith,Undirected,1.0
Protein_INPP5D,Protein_BCR,hasPhysicalInteractionWith,Undirected,1.0
Protein_INPP5D,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_INPP5D,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_INPP5D,Protein_NCK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_INPP5D,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_INPP5D,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_IRF7,Protein_IRF7,hasPhysicalInteractionWith,Undirected,1.0
Protein_IRF7,Protein_TRIM21,hasPhysicalInteractionWith,Undirected,1.0
Protein_IRF7,Protein_TRIM21,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_CLTC,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_DDX17,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_DYRK1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_G3BP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_IFIT3,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_IFIT3,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_PKM,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_EIF2AK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_EIF2AK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_PTBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_SMAD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_STAT1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_STAT1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_DSTN,hasPhysicalInteractionWith,Undirected,1.0
Protein_ISG15,Protein_GAPDH,hasPhysicalInteractionWith,Undirected,1.0
Protein_LIG4,Protein_ACTG1,hasPhysicalInteractionWith,Undirected,1.0
Protein_LIG4,Protein_GAPDH,hasPhysicalInteractionWith,Undirected,1.0
Protein_LIG4,Protein_MCM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_LIG4,Protein_UNC119,hasPhysicalInteractionWith,Undirected,1.0
Protein_TAB2,Protein_BECN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TAB2,Protein_BECN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TAB2,Protein_IKBKB,hasPhysicalInteractionWith,Undirected,1.0
Protein_TAB2,Protein_IKBKB,hasPhysicalInteractionWith,Undirected,1.0
Protein_TAB2,Protein_TAB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TAB2,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TAB2,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TAB2,Protein_RIPK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TAB2,Protein_RIPK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TAB2,Protein_TANK,hasPhysicalInteractionWith,Undirected,1.0
Protein_TAB2,Protein_PPP2CB,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK1,Protein_GAPDH,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK1,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK1,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK1,Protein_YBX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK1,Protein_UBTF,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK1,Protein_MAPK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK1,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK1,Protein_HIF1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK1,Protein_HIF1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK6,Protein_CSE1L,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK6,Protein_ACTG1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK6,Protein_HNRNPH3,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK6,Protein_TDP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK6,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK6,Protein_PRKAR1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK6,Protein_SNW1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAPK6,Protein_MAPK6,hasPhysicalInteractionWith,Undirected,1.0
Protein_MARK2,Protein_MARK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MARK2,Protein_YWHAE,hasPhysicalInteractionWith,Undirected,1.0
Protein_MARK2,Protein_YWHAE,hasPhysicalInteractionWith,Undirected,1.0
Protein_MARK2,Protein_YWHAQ,hasPhysicalInteractionWith,Undirected,1.0
Protein_MARK2,Protein_YWHAQ,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAX,Protein_HIF1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAX,Protein_HIF1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAX,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAX,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAX,Protein_MAX,hasPhysicalInteractionWith,Undirected,1.0
Protein_MAX,Protein_YY1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MBD2,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MBD2,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MBD2,Protein_MTA2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MBD2,Protein_MTA2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MBD2,Protein_MBD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MBD2,Protein_PTK2B,hasPhysicalInteractionWith,Undirected,1.0
Protein_MBD2,Protein_WDR77,hasPhysicalInteractionWith,Undirected,1.0
Protein_MBD2,Protein_WDR77,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCL1,Protein_BID,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCL1,Protein_BID,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCL1,Protein_BAX,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCL1,Protein_BAX,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCL1,Protein_BECN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCL1,Protein_BECN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCL1,Protein_MCL1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM2,Protein_MCM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM2,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM2,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM2,Protein_MCM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM2,Protein_MCM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM2,Protein_SF3B1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM4,Protein_MCM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM4,Protein_MCM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM4,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM4,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM4,Protein_MCM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM4,Protein_SUPT16H,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM4,Protein_SUPT16H,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM7,Protein_HIF1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM7,Protein_HIF1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM7,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM7,Protein_MCM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM7,Protein_MCM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM7,Protein_MCM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM7,Protein_MCM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM7,Protein_SMC1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM7,Protein_SMC1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MCM7,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED28,Protein_CDK9,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED28,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED28,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED28,Protein_FYN,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED28,Protein_MED4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED28,Protein_MED4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED28,Protein_MED29,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED28,Protein_MED29,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED28,Protein_MED30,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED28,Protein_MED30,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED28,Protein_MED28,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED28,Protein_POLR2C,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED28,Protein_PIK3R1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED29,Protein_MED4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED29,Protein_MED4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED29,Protein_MED29,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED29,Protein_MED30,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED29,Protein_MED30,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED29,Protein_MED28,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED29,Protein_MED28,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED29,Protein_POLR2C,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED30,Protein_MED4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED30,Protein_MED4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED30,Protein_MED30,hasPhysicalInteractionWith,Undirected,1.0
Protein_MED4,Protein_CTNNBL1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MORF4L1,Protein_ACTB,hasPhysicalInteractionWith,Undirected,1.0
Protein_MORF4L1,Protein_ACTB,hasPhysicalInteractionWith,Undirected,1.0
Protein_MORF4L1,Protein_ACTG1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MORF4L1,Protein_MORF4L1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_ATP6V1F,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_AP2A2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_CHMP1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_BID,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_RAB5A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_TPM3,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_DCTN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_TUBA4A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_CTNNB1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_MED28,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_SNRPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_TRIP6,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_MCM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_HNRNPH3,hasPhysicalInteractionWith,Undirected,1.0
