Source,Target,Relation,Type,Weight
Protein_RBBP4,Protein_SMARCA5,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBL2,Protein_DCTN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBL2,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBL2,Protein_SKP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBL2,Protein_SKP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBL2,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBL2,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBM4,Protein_DDX17,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBM4,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBM4,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBM4,Protein_HNRNPH3,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBM4,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBM4,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBM4,Protein_SNRPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBM4,Protein_SF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBM4,Protein_SF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBM4,Protein_PRPF31,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBM4,Protein_PRPF31,hasPhysicalInteractionWith,Undirected,1.0
Protein_RIPK1,Protein_CASP8,hasPhysicalInteractionWith,Undirected,1.0
Protein_RIPK1,Protein_CASP8,hasPhysicalInteractionWith,Undirected,1.0
Protein_RIPK1,Protein_IKBKB,hasPhysicalInteractionWith,Undirected,1.0
Protein_RIPK1,Protein_IKBKB,hasPhysicalInteractionWith,Undirected,1.0
Protein_RIPK1,Protein_TAB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RIPK1,Protein_TAB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RIPK1,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RIPK1,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RIPK1,Protein_RIPK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF31,Protein_PRKCB,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF31,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF31,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF31,Protein_UBE2D3,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF31,Protein_UBE2D3,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF31,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF31,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_ATXN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_RNF4,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_SUMO2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_SUMO2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_UBE2D3,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_UBE2D3,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_UBE2W,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNF4,Protein_UBE2W,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_ACIN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_ACIN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_NUDT21,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_NUDT21,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_NXF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_NXF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_SRRM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_SRRM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_SREK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_SNRNP70,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_SNRNP70,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_SRPK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_SRPK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_SF3B1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_STRAP,hasPhysicalInteractionWith,Undirected,1.0
Protein_RNPS1,Protein_U2AF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_ACTB,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_BCAS2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_CLTC,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_CDC5L,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_CHD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_AP2A2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_GAPDH,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_MCM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_MCM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_MCM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_MCM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_NUDT21,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_MOV10,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_MED4,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_RPLP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_UNC119,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_UTP14A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPA2,Protein_TUBA4A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPL10A,Protein_RPS3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPL10A,Protein_RPS3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPL10A,Protein_RPS9,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPL10A,Protein_RPS9,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPL10A,Protein_RPS21,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPL10A,Protein_RPS21,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPLP1,Protein_RPLP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPLP1,Protein_RPS7,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPLP1,Protein_RPS7,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPLP1,Protein_RPS3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPLP1,Protein_RPS3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPLP1,Protein_RPS21,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPLP1,Protein_RPS21,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPS21,Protein_ADRM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPS21,Protein_RPS3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPS21,Protein_RPS3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPS21,Protein_RPS7,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPS21,Protein_RPS7,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPS3A,Protein_EIF3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPS3A,Protein_EIF3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPS3A,Protein_RPS9,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPS3A,Protein_RPS9,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPS7,Protein_DDX39B,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPS7,Protein_RPS9,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPS7,Protein_RPS9,hasPhysicalInteractionWith,Undirected,1.0
Protein_RPS7,Protein_U2AF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RUNX2,Protein_HIF1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RUNX2,Protein_HIF1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RUNX2,Protein_UBTF,hasPhysicalInteractionWith,Undirected,1.0
Protein_RUNX2,Protein_UBTF,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_BCAS2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_BCAS2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_DDX17,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_DDX17,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_ILF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_ILF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_HNRNPH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_HNRNPH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_SF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_RBM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_RBM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF1,Protein_WDR77,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF3B1,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF3B1,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF3B1,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF3B1,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF3B1,Protein_U2AF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF3B1,Protein_SRRM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF3B1,Protein_SRRM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF3B1,Protein_SNIP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SF3B1,Protein_SNIP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRSF1,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRSF1,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRSF1,Protein_NXF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRSF1,Protein_NXF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRSF1,Protein_U2AF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRSF1,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRSF1,Protein_SNRNP70,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRSF1,Protein_SNRNP70,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRSF1,Protein_SRRM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRSF1,Protein_UTP14A,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRSF1,Protein_RNPS1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRSF1,Protein_RNPS1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SREK1,Protein_DDX39B,hasPhysicalInteractionWith,Undirected,1.0
Protein_SREK1,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SREK1,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SREK1,Protein_HNRNPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SREK1,Protein_HNRNPH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SREK1,Protein_DDX17,hasPhysicalInteractionWith,Undirected,1.0
Protein_SREK1,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SREK1,Protein_SRSF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_SREK1,Protein_SRSF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_SREK1,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SREK1,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SREK1,Protein_SUPT16H,hasPhysicalInteractionWith,Undirected,1.0
Protein_SREK1,Protein_YBX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRSF3,Protein_UTP14A,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_CLTC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_CLTC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_DNM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_DNM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_HNRNPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_DDX17,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_INPP5D,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_INPP5D,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_PAK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_PIK3R1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_PIK3R1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_ZFP36,hasPhysicalInteractionWith,Undirected,1.0
Protein_SH3KBP1,Protein_SRRM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_CD22,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_CD22,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_AP2A2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_AP2A2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_ACTB,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_BCR,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_BCR,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_CLTC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_INPP5D,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_INPP5D,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_HIF1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_DNM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_HNRNPH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_PIK3R1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_PIK3R1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_PTPN12,hasPhysicalInteractionWith,Undirected,1.0
Protein_SHC1,Protein_PTPN12,hasPhysicalInteractionWith,Undirected,1.0
Protein_SIAH1,Protein_EEF1D,hasPhysicalInteractionWith,Undirected,1.0
Protein_SIAH1,Protein_CTNNB1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SIAH1,Protein_CTNNB1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SIAH1,Protein_GAPDH,hasPhysicalInteractionWith,Undirected,1.0
Protein_SIAH1,Protein_GAPDH,hasPhysicalInteractionWith,Undirected,1.0
Protein_SIAH1,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SIAH1,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SIAH1,Protein_SIAH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SIAH1,Protein_PSMC6,hasPhysicalInteractionWith,Undirected,1.0
Protein_SIAH1,Protein_UBE2D3,hasPhysicalInteractionWith,Undirected,1.0
Protein_SIAH1,Protein_UBE2D3,hasPhysicalInteractionWith,Undirected,1.0
Protein_SKP2,Protein_CDKN1B,hasPhysicalInteractionWith,Undirected,1.0
Protein_SKP2,Protein_CDKN1B,hasPhysicalInteractionWith,Undirected,1.0
Protein_SKP2,Protein_BARD1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SKP2,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SKP2,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SKP2,Protein_TRIM21,hasPhysicalInteractionWith,Undirected,1.0
Protein_SKP2,Protein_TRIM21,hasPhysicalInteractionWith,Undirected,1.0
Protein_SKP2,Protein_SMAD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SKP2,Protein_SMAD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SKP2,Protein_YY1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SKP2,Protein_RBL2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SKP2,Protein_RBL2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_CTNNB1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_CTNNB1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_DAXX,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_DAXX,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_IRF7,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_IRF7,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_MAX,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_MAX,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_NUP214,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_NUP214,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_SNW1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_SNW1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_SKP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_SKP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_YY1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMAD4,Protein_SMAD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMARCA5,Protein_CREB1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMARCA5,Protein_RAD21,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMARCA5,Protein_RAD21,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMARCA5,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMARCA5,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMARCA5,Protein_SMC1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMARCA5,Protein_SMARCC2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMARCA5,Protein_SMARCC2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMARCC2,Protein_ACTB,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMARCC2,Protein_ACTB,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMC1A,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMC1A,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMC1A,Protein_RAD21,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMC1A,Protein_RAD21,hasPhysicalInteractionWith,Undirected,1.0
Protein_SMC1A,Protein_SMC1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNIP1,Protein_ACIN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNIP1,Protein_ACIN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNIP1,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNIP1,Protein_MAX,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNIP1,Protein_SMAD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNIP1,Protein_SMAD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNIP1,Protein_SF3B1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNIP1,Protein_SF3B1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNIP1,Protein_SRRM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNIP1,Protein_SRRM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNIP1,Protein_SNW1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNIP1,Protein_SNW1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNIP1,Protein_SRPK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRNP70,Protein_NUDT21,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRNP70,Protein_NUDT21,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRNP70,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRNP70,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRNP70,Protein_SNRPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRNP70,Protein_SNRPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRNP70,Protein_SRPK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRNP70,Protein_SRPK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRPC,Protein_ILF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRPC,Protein_ILF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRPC,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRPC,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRPC,Protein_SRRM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRPC,Protein_RBM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNRPC,Protein_WDR77,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_CDK9,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_CDK9,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_CDC5L,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_CDC5L,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_DAXX,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_CTNNBL1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_CTNNBL1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_NCOR2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_NCOR2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_RBL2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_SNIP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SNW1,Protein_SNIP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_ACIN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_ACIN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_DDX39B,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_CTNNBL1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_HNRNPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_PCBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_NUDT21,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_SRSF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_SRSF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_SNRNP70,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_SNRNP70,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_U2AF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_SNIP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_RNPS1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_RNPS1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_TDP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRPK2,Protein_SUPT16H,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_CDC5L,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_CDC5L,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_BCAS2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_BCAS2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_HNRNPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_HNRNPH1,hasPhysicalInteractionWith,Undirected,1.0
