feature,importance
Feature_2508,0.015518704490172617
Feature_10738,0.015021361644388217
Feature_3401,0.01489367717628587
Feature_3122,0.0140248176565312
Feature_24589,0.013841619925848475
Feature_7092,0.013088407236944375
Feature_13237,0.012577826104466186
Feature_16342,0.01226551226551226
Feature_18005,0.011995124792786025
Feature_22749,0.011983526763806745
Feature_3042,0.011821980166379403
Feature_18591,0.01180856180856181
Feature_5614,0.011690137023470364
Feature_7303,0.011642358909321488
Feature_15722,0.011617535903250192
Feature_5401,0.011597099745247901
Feature_1847,0.011322558344656614
Feature_14360,0.011013456283726557
Feature_8044,0.010952380952380951
Feature_15312,0.010347222222222228
Feature_21361,0.009859464866216548
Feature_13830,0.009736014259887292
Feature_6367,0.009630047789725206
Feature_17565,0.008992154730464498
Feature_1723,0.008992154730464498
Feature_21977,0.008894986449864497
Feature_12707,0.008799114509227065
Feature_22398,0.008719054492962834
Feature_23547,0.008668122937797871
Feature_6518,0.008304631997726629
Feature_3058,0.0078897417750921
Feature_7951,0.00767059124576877
Feature_9588,0.0076300495476194705
Feature_22324,0.007026731004827125
Feature_1340,0.006455884645225923
Feature_22431,0.006366206096796937
Feature_6208,0.006240789861479521
Feature_5978,0.006240789861479521
Feature_6147,0.006144927536231886
Feature_19960,0.006044256342190134
Feature_16682,0.006034546372533786
Feature_18697,0.006034546372533786
Feature_1665,0.00570025650893986
Feature_23138,0.005506329113924049
Feature_23714,0.005412055876823494
Feature_11937,0.005364295137932128
Feature_18556,0.00531569565625293
Feature_14293,0.005248352070692242
Feature_22046,0.004732717265060849
Feature_21854,0.00454875216211197
