0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.36865938,-0.20645253,1.1420494,-1.1819566,-1.0693387,-0.08586581,1.8030324,-0.2950331,0.9499959,-0.67946786,0.7598148,0.053035505,-1.062114,-0.1830661,-0.49878186,0.4088122,1.3815976,0.0073690377,0.17826502,-0.79120517,1.2805575,-0.34881943,0.35845408,-1.0933272,1.0578171,0.26906058,-1.6147227,-0.61297154,0.7329973,0.24920273,0.72053754,-0.07564163,1.6045797,-0.19732153,-0.6161754,-0.1410803,-0.4091737,-1.2519629,0.41704184,0.948109,0.11367304,1.1708578,-1.0654216,-0.5459223,0.08078542,0.51805687,-0.84876704,1.6857469,0.25696436,-0.79684037,-1.3902644,0.112352215,-0.0063437596,-0.88070494,0.587104,-0.6039246,-0.3231514,0.390256,-0.04885102,0.42312726,1.7878429,-0.25238425,-0.3429249,0.8398994,0.9928175,0.6229438,-0.33526143,1.6710585,-0.8824556,-0.8498333,0.2060946,1.5884535,1.4466412,-1.2601427,-0.7672167,-0.9978319,-0.98243475,1.2044686,-1.4044722,2.1416972,0.024427876,-0.38138086,0.3050483,0.15805906,-0.72755253,-1.9171003,-1.2175176,-1.4965854,-1.3406062,0.8388035,-0.88742083,0.17805515,-1.4674752,-0.13006091,1.6558115,-0.59300685,1.0568162,0.043547615,-1.0838901,1.270237
0.40138957,-0.11266527,1.3215158,-1.3222933,-1.0566014,-0.028924473,1.7314359,-0.37327018,0.88554436,-0.73337084,0.7214048,0.030103333,-1.1526103,-0.26866663,-0.37758428,0.34608212,1.4853799,0.1751622,0.26779103,-0.87735736,1.1395594,-0.45259166,0.28927535,-1.1789945,0.90218294,0.23069215,-1.6902844,-0.5694438,0.8566667,0.32365224,0.7233069,0.007222213,1.6512586,-0.22893478,-0.7126566,-0.2665507,-0.26501557,-1.1728227,0.43716013,0.9202783,0.1354838,1.0956068,-0.9892273,-0.513303,0.29059315,0.3953124,-0.8501913,1.7705338,0.32078806,-0.8941166,-1.2634273,0.0547259,0.05808036,-0.8256837,0.5605731,-0.6071731,-0.27208543,0.3401773,-0.12422538,0.4647869,1.8465039,-0.35229886,-0.23529068,0.8001967,1.1225528,0.6543304,-0.2853663,1.6793034,-1.0173692,-0.81399405,0.272185,1.7503737,1.4106003,-1.220758,-0.7794375,-1.0909352,-1.0652496,1.2775391,-1.3766214,2.1511495,0.0340114,-0.15347674,0.39667097,-0.0006538369,-0.71607435,-1.9719263,-1.0893229,-1.4838846,-1.2981993,0.87561387,-0.9939546,0.022188067,-1.5219822,0.019618653,1.5558954,-0.42537954,0.9853794,0.24109632,-1.118705,1.4064332
0.28630543,-0.17582509,1.2684973,-1.1993929,-1.1067296,-0.0022168756,1.9519463,-0.40470293,0.9741631,-0.6851618,0.68886626,0.020426184,-1.0981709,-0.09589784,-0.56574035,0.36147818,1.4851532,0.14496972,0.22869185,-0.7983516,1.2772571,-0.47521377,0.11976282,-1.1551433,1.0114479,0.27968892,-1.6662065,-0.69345605,0.8240137,0.24790901,0.736816,-0.0693875,1.6095829,-0.30783495,-0.66781425,-0.048547834,-0.4882671,-1.1252815,0.3095324,0.84468025,0.10727009,1.0620586,-0.9619871,-0.5816709,0.13708465,0.46076953,-0.95026076,1.6885316,0.36381233,-0.860982,-1.2738309,0.097082525,0.19391915,-0.91368425,0.6469871,-0.48290798,-0.382034,0.36135367,-0.051023472,0.38706863,1.701838,-0.24234256,-0.33467624,0.8067249,1.1364284,0.6055171,-0.20687367,1.67014,-0.9141119,-0.81126827,0.21522078,1.6183876,1.4777024,-1.2920337,-0.73541415,-1.0330049,-1.0276961,1.2313696,-1.3722774,2.1332438,0.033451572,-0.36320654,0.4339379,0.04373804,-0.79332495,-1.8139851,-1.0559026,-1.5708201,-1.2961644,0.8790586,-0.9443852,0.07404113,-1.5775661,-0.06410834,1.6471751,-0.5140044,1.032917,0.21488196,-1.0393956,1.3494782
0.25393063,-0.17894351,1.264805,-1.2157333,-1.0792197,0.115187034,1.8430059,-0.3683288,0.9243437,-0.7221984,0.71074563,0.087290674,-1.1021255,-0.19385335,-0.5659977,0.2581667,1.4839908,0.079654105,0.24423671,-0.89066195,1.2986379,-0.4445625,0.27454114,-1.2398998,1.0164864,0.17997676,-1.6268107,-0.5612634,0.91476095,0.30143332,0.76906466,-0.022754252,1.7260048,-0.24100542,-0.6921815,-0.17269397,-0.33091706,-1.2586771,0.4396336,0.7571489,0.10725235,1.1423603,-1.1604553,-0.5425225,0.18329978,0.44898826,-0.79368865,1.8463072,0.38833764,-0.8698939,-1.2852751,0.082143724,-0.0046620965,-0.8447813,0.66650015,-0.5434785,-0.32637534,0.4278238,-0.13563699,0.3891824,1.8074142,-0.3072239,-0.292827,0.8375109,0.96869296,0.6719965,-0.25928792,1.7272749,-0.95134634,-0.86135644,0.30086416,1.6860762,1.4733872,-1.2937003,-0.6521438,-1.1160772,-0.929386,1.186164,-1.3725148,2.1702788,0.08724629,-0.31797594,0.32864958,0.13946949,-0.89382815,-1.8137167,-0.98563373,-1.456917,-1.3622557,0.9968317,-1.0879892,0.08452232,-1.5189191,0.006622568,1.6594366,-0.40337512,0.98028153,0.23180656,-1.2548696,1.3210115
0.27587664,-0.15213281,1.1493948,-1.2492588,-1.1519598,0.005336076,1.8450824,-0.57419753,1.0094028,-0.7212147,0.7994603,-0.04801325,-0.9878344,-0.037959468,-0.47402042,0.2949384,1.5237375,0.1625982,0.16485615,-0.86545014,1.3437955,-0.37147766,0.37562808,-1.1716363,0.8682831,0.16732928,-1.7533398,-0.50278205,0.82856524,0.26695487,0.62272376,-0.09405695,1.51214,-0.14965963,-0.5756941,-0.1309823,-0.41546664,-1.2364334,0.4401767,0.8104906,0.066163376,1.122932,-1.1288425,-0.5704255,0.17392598,0.27376866,-0.8368389,1.7215431,0.47348702,-0.83494014,-1.3137096,0.06613588,0.016701013,-0.8625745,0.7183224,-0.5923082,-0.30973417,0.4144899,-0.0793826,0.42554885,1.7952596,-0.3820797,-0.24556336,0.8182656,0.9703846,0.6697632,-0.5099267,1.7420684,-0.9023364,-0.82627964,0.30630225,1.6490127,1.3746765,-1.2729911,-0.5747879,-1.083705,-1.0209217,1.2580832,-1.3525193,2.186033,-0.0016238615,-0.3988723,0.4699972,0.09586291,-0.7479468,-1.7909502,-1.0384645,-1.3730695,-1.3320124,0.9356765,-1.0407332,0.07323073,-1.609051,-0.03823375,1.5647672,-0.6529606,1.0945523,0.21012007,-1.1604713,1.3918641
0.24977769,-0.24873415,1.2193023,-1.2226205,-1.0537223,0.00045789778,1.816966,-0.33109,1.0480525,-0.6170001,0.69416267,0.04544595,-1.1711298,-0.10129201,-0.5301913,0.14635123,1.4524003,0.1222492,0.24012613,-0.9314463,1.2018182,-0.36278427,0.42748365,-1.1243081,1.0502161,0.25398105,-1.5969559,-0.5863827,0.711589,0.2703863,0.69993895,-0.051247947,1.6767664,-0.20650083,-0.6269879,-0.16024168,-0.4673979,-1.1121943,0.44520035,0.90724176,0.0036676005,1.1547679,-1.0679489,-0.6473151,0.09569138,0.47593245,-0.8970182,1.7009747,0.25276306,-0.89841926,-1.4139211,0.1863713,0.10212033,-0.74987364,0.57121277,-0.45790336,-0.36288482,0.49616233,-0.16740704,0.34375703,1.7571297,-0.2634976,-0.31253618,0.7842038,1.0348866,0.6432789,-0.21158604,1.676508,-0.8907331,-0.8244407,0.3542288,1.6798457,1.4125794,-1.3210858,-0.6844455,-1.0180783,-1.0332628,1.1935538,-1.4179474,2.1477547,0.09448314,-0.2865374,0.4961307,0.101362646,-0.86407197,-1.8156798,-1.1126084,-1.5458193,-1.336763,0.8804142,-0.96338016,0.14578506,-1.4939022,-0.01747163,1.691376,-0.6499396,1.0488968,0.19639729,-1.092518,1.2277781
0.32900476,-0.097279795,1.2436098,-1.2274262,-1.0366704,-0.019602269,1.8263645,-0.43222225,1.0848522,-0.74266136,0.6645217,0.13545914,-1.1576831,-0.25774568,-0.37622195,0.2315427,1.4588283,0.088431515,0.26650447,-0.8429937,1.2357322,-0.42369273,0.25221282,-1.2077252,0.96839154,0.24736187,-1.6607038,-0.45579004,0.829725,0.26678047,0.678885,-0.0149547085,1.7142556,-0.1627309,-0.7321133,-0.21905203,-0.38356808,-1.2366208,0.32742193,0.74162334,0.04594311,1.1786503,-1.0591277,-0.56481797,0.242199,0.45879757,-0.88585347,1.8032119,0.44162065,-0.8931413,-1.330278,0.050473064,0.09567985,-0.79276067,0.6462172,-0.54278755,-0.3821482,0.49924374,-0.1824907,0.3247862,1.7530261,-0.22155572,-0.27585077,0.80349296,1.0197612,0.5896636,-0.14558591,1.6989313,-0.9292757,-0.8127776,0.25896597,1.7449335,1.4495455,-1.241252,-0.6529441,-1.0700216,-0.966663,1.258206,-1.4059844,2.1647904,0.016038388,-0.14780551,0.49683955,0.110228725,-0.83299243,-1.8473576,-0.90963805,-1.4405838,-1.3128222,0.84670854,-0.9988326,0.035513707,-1.5421185,0.03351704,1.6435664,-0.43580577,1.0695419,0.27977425,-1.2067819,1.3320352
0.3184359,-0.23227194,1.2482698,-1.28648,-1.1132369,-0.0050887465,1.9399089,-0.37286413,0.92835087,-0.68437386,0.73795205,-0.042734742,-1.0367274,0.07913228,-0.44238433,0.4307843,1.5159404,0.07512016,0.21662708,-0.88603455,1.4077469,-0.3433868,0.27578533,-1.1803067,1.1037701,0.23026058,-1.7018093,-0.63644135,0.8531981,0.23853154,0.74005467,-0.22678855,1.7046645,-0.1800189,-0.62556475,-0.093696564,-0.46989658,-1.2573706,0.33370727,0.8427364,0.102523535,1.109256,-1.0956917,-0.46536958,0.1391527,0.3083586,-0.7752861,1.7055665,0.39693034,-0.79874283,-1.2093835,0.25223425,0.081238925,-0.83025146,0.58778894,-0.4873821,-0.41982704,0.37857977,-0.19703835,0.35254794,1.9000646,-0.2947508,-0.46981844,0.803661,0.8754726,0.7120905,-0.3824444,1.6650672,-0.81934345,-0.8454827,0.48095328,1.596411,1.4683334,-1.3103193,-0.6131394,-1.1078868,-1.0556595,1.246186,-1.2747302,2.1941078,0.07885171,-0.33726043,0.43921065,0.1712193,-0.8671432,-1.8796964,-1.0496422,-1.4230703,-1.2879434,1.0115981,-1.0317408,0.115724206,-1.6445088,-0.19712411,1.6361439,-0.5181927,1.059533,0.18649714,-1.0943826,1.2935586
0.2616876,-0.17636283,1.2436802,-1.2099252,-1.0129501,-0.063359916,1.8102785,-0.4310667,0.9739567,-0.78501254,0.7234906,-0.028458346,-1.0229701,-0.13641591,-0.5239373,0.21203598,1.464022,0.17900284,0.29216912,-0.82817566,1.1923964,-0.39047155,0.4249129,-1.1740631,1.0254347,0.21653716,-1.616013,-0.60639066,0.8935712,0.28378052,0.710224,-0.11881733,1.5190374,-0.14592178,-0.6480779,-0.1448805,-0.33200976,-1.1930393,0.37185317,0.9206741,0.0067765415,1.0610353,-1.0221997,-0.48153758,0.28800377,0.47369727,-0.9418105,1.7546172,0.4275469,-0.77548563,-1.282228,0.047799572,0.04548417,-0.93440616,0.5852895,-0.53366435,-0.27052176,0.34333482,-0.108244024,0.3553147,1.7033486,-0.24691552,-0.304289,0.8109757,1.0160794,0.61209035,-0.30281976,1.7602237,-0.92906,-0.93462956,0.29154074,1.687141,1.5447003,-1.2295545,-0.6992908,-1.0359509,-1.1095464,1.305376,-1.4022863,2.1959307,0.040019322,-0.3071521,0.46323025,0.054216262,-0.77934897,-1.8476253,-1.0826424,-1.3739501,-1.2266877,0.9375418,-1.03637,0.17491175,-1.5193031,0.0020321459,1.6310718,-0.56736106,1.0397736,0.1787064,-1.1911538,1.3879877
0.3614465,-0.08809856,1.1399246,-1.1705922,-1.0651828,-0.011132598,1.9019784,-0.46285233,0.9722458,-0.72039235,0.5589055,0.06515784,-1.0499064,-0.07329952,-0.3982463,0.2372458,1.5250201,0.065647714,0.15651876,-1.01663,1.3501666,-0.29427707,0.30405837,-1.1529603,1.0128269,0.20363477,-1.7835702,-0.56658006,0.7535853,0.27330104,0.67072254,-0.23879233,1.713665,-0.089894876,-0.66814935,-0.08895643,-0.5635578,-1.277726,0.40531078,0.8217593,0.017889857,1.202119,-1.0874119,-0.73928213,0.1768595,0.41062915,-0.8457808,1.8317441,0.39836526,-0.76307964,-1.3685132,0.1058593,0.09968652,-0.7660099,0.6889621,-0.6033378,-0.36467582,0.4098311,-0.25338748,0.33508277,1.8458633,-0.3356373,-0.31403515,0.76693976,0.9263934,0.585605,-0.22070912,1.6854658,-0.85154825,-0.79729366,0.2913595,1.6959051,1.459917,-1.3095905,-0.5501207,-1.0669546,-0.99449337,1.1035292,-1.3888096,2.1584241,0.14844398,-0.44525522,0.41227925,0.06104334,-0.7680797,-1.827231,-1.103739,-1.4593701,-1.3149091,1.0059698,-0.94464165,0.12510331,-1.5978229,-0.07003335,1.6479639,-0.5619456,1.1095711,0.2261217,-1.086602,1.3689318
