feature,importance
Feature_71,0.024317068901917774
Feature_130,0.023433228695706774
Feature_73,0.02308750152787322
Feature_105,0.018615045932117325
Feature_31,0.016475833317101413
Feature_183,0.015584662011021008
Feature_177,0.01381595974127104
Feature_160,0.013549671060540523
Feature_6,0.012693585120399042
Feature_92,0.011799835695178201
Feature_125,0.010473884028786046
Feature_1,0.010253169726712013
Feature_193,0.010239780906740398
Feature_108,0.010170099306647924
Feature_66,0.009539954962870831
Feature_146,0.009405550237180503
Feature_59,0.00933252519330305
Feature_94,0.009148427836858083
Feature_182,0.009026026982223117
Feature_168,0.008949426977117108
Feature_30,0.00871761999773576
Feature_5,0.008460355317459013
Feature_124,0.008388578268135466
Feature_41,0.008267401013716008
Feature_77,0.007976567382613708
Feature_72,0.007715427127216137
Feature_191,0.007715254290706635
Feature_76,0.007643758743381497
Feature_89,0.007629184002189373
Feature_155,0.0073312851697579645
Feature_140,0.007231266427103576
Feature_85,0.00708171428890022
Feature_149,0.006707906350664448
Feature_61,0.006575917216339329
Feature_28,0.006405231481011269
Feature_185,0.006243504058393063
Feature_162,0.006202860610467677
Feature_2,0.005959189831378447
Feature_13,0.005786273032087062
Feature_10,0.005767393285743875
Feature_123,0.005748951065359061
Feature_166,0.005745582373926168
Feature_86,0.0057246056535128365
Feature_49,0.0053616985150633225
Feature_3,0.005289013239488269
Feature_4,0.005241105378330898
Feature_169,0.005124602794745515
Feature_117,0.005037107586514556
Feature_194,0.004918249060497097
Feature_14,0.0048242306421568725
