feature,importance
Feature_260,0.033065337139736216
Feature_282,0.0161668458728676
Feature_104,0.013915687116950418
Feature_277,0.012993144207551792
Feature_240,0.012578964911746834
Feature_171,0.012453042612443815
Feature_159,0.011772076070807942
Feature_141,0.011734463598162732
Feature_269,0.011243621304931142
Feature_166,0.011011300242050465
Feature_164,0.010909385430797142
Feature_246,0.010591034590118686
Feature_26,0.010584857029376346
Feature_138,0.010282396127409228
Feature_128,0.009127288947160786
Feature_208,0.009109481628010967
Feature_63,0.008995175225935726
Feature_62,0.00867625077567639
Feature_131,0.008322059122917773
Feature_230,0.008231198104595739
Feature_50,0.008041973346909155
Feature_8,0.007965907294294283
Feature_225,0.007923133317372415
Feature_174,0.007454962175507345
Feature_259,0.007326548523218833
Feature_293,0.007208610375524277
Feature_173,0.00686885984097809
Feature_191,0.006589079330997448
Feature_283,0.006306122129115982
Feature_117,0.005913765708794627
Feature_20,0.005829291171235458
Feature_172,0.005565056784382846
Feature_187,0.005546318125323668
Feature_101,0.005489607511200389
Feature_170,0.005176424929881228
Feature_181,0.005173501140463315
Feature_45,0.005135186540560569
Feature_6,0.005086876225558225
Feature_31,0.005031107881007959
Feature_207,0.005005011050978772
Feature_125,0.004899084129252895
Feature_284,0.004823120591457368
Feature_33,0.004764703752279306
Feature_291,0.004678739377103649
Feature_0,0.004625641550710042
Feature_29,0.0045773531156568055
Feature_81,0.004446423879621497
Feature_215,0.004202463786112865
Feature_82,0.0041923171714411955
Feature_177,0.004059535747365457
