feature,importance
Feature_73,0.6182701896612581
Feature_133,0.36861045734944947
Feature_149,0.3277699490970702
Feature_87,0.27886991046041953
Feature_75,0.27682303930088176
Feature_42,0.25422839969536715
Feature_176,0.19841569863128036
Feature_28,0.19391782413073894
Feature_182,0.179440649549959
Feature_193,0.168898585459153
Feature_175,0.14361747287914026
Feature_145,0.10749504664395493
Feature_130,0.09376211719891112
Feature_31,0.0738095906603909
Feature_105,0.05572195211277509
Feature_187,0.043578838951120094
Feature_61,0.03839893412731032
Feature_177,0.03585556318129241
Feature_161,0.031797494679593086
Feature_77,0.03134610006792666
Feature_35,0.02944081111851019
Feature_173,0.024136418857416773
Feature_59,0.01842510335881005
Feature_6,0.015724492876077665
Feature_12,0.01546675504070467
Feature_157,0.015258661948783472
Feature_27,0.014181416582152365
Feature_142,0.013924225598825156
Feature_66,0.012033106384473328
Feature_128,0.011563516681402153
Feature_76,0.011353106700588882
Feature_49,0.01024008594367983
Feature_38,0.009388353212833957
Feature_160,0.009209549027565905
Feature_146,0.008448218858717434
Feature_155,0.008343671535369988
Feature_190,0.007880446650971517
Feature_186,0.00777995162583945
Feature_126,0.00735065013423295
Feature_125,0.007204649404806683
Feature_131,0.005517074646871327
Feature_127,0.005328023908977107
Feature_140,0.005305118540697162
Feature_11,0.003987158060169552
Feature_71,0.002981080267973966
Feature_94,0.001585706185543321
Feature_16,0.0015532601337299862
Feature_32,0.0013067417415584778
Feature_114,0.0012817696119083405
Feature_135,0.0
