feature,importance
Feature_86,0.09089248460950176
Feature_73,0.051223054266768535
Feature_92,0.04588058487493861
Feature_23,0.04292306489336267
Feature_28,0.04159827513847545
Feature_77,0.0288636115354369
Feature_55,0.028367760840913997
Feature_54,0.026675148414451604
Feature_22,0.026089691210376742
Feature_95,0.024993544859567493
Feature_14,0.024188147688328908
Feature_30,0.01954375358771416
Feature_47,0.017984167878669785
Feature_18,0.011183560412756366
Feature_11,0.011064086651544916
Feature_25,0.010246811249420555
Feature_44,0.00901965488135562
Feature_16,0.007473930856014331
Feature_13,0.006511953397400885
Feature_80,0.006417080696168782
Feature_34,0.0063877001838859755
Feature_48,0.006098431347254942
Feature_78,0.005884664792886353
Feature_96,0.005669301591356462
Feature_57,0.005456504812215558
Feature_84,0.004874649725236186
Feature_39,0.004647284006722196
Feature_74,0.004126762927666192
Feature_38,0.0032560314638352336
Feature_97,0.003075149939343302
Feature_61,0.002794932706929638
Feature_17,0.0026872100876873988
Feature_26,0.0026729358198471047
Feature_33,0.0024854513302510397
Feature_6,0.0021900879680249626
Feature_85,0.002034434313091505
Feature_42,0.0019714354963320806
Feature_82,0.001869308807513126
Feature_29,0.0018251263760875698
Feature_98,0.0017731948164687835
Feature_52,0.0016227483716913793
Feature_20,0.0015279781077523252
Feature_60,0.0014397051522419984
Feature_88,0.0013544400939526108
Feature_36,0.001268954476973595
Feature_8,0.001263116950160105
Feature_5,0.0012616900326733276
Feature_68,0.00120992521017272
Feature_99,0.0011862180456314255
Feature_41,0.0011685867755067097
