epoch,loss
0,6.4707007332022135
1,3.146356880053147
2,1.5016666955251923
3,1.193039413732705
4,1.1120804409616485
5,1.0628651896387578
6,0.99400611328834
7,0.8313534049786618
8,0.6424321502345182
9,0.5385307695466002
