entity_id,label
1161,Protein_TRAPPC11
1162,Protein_TRAPPC5
1163,Protein_TRIM21
1164,Protein_TRIM23
1165,Protein_TRIM24
1166,Protein_TRIM26
1167,Protein_TRIM41
1168,Protein_TRIOBP
1169,Protein_TRIP6
1170,Protein_TRMT1
1171,Protein_TRMT61B
1172,Protein_TROAP
1173,Protein_TRPA1
1174,Protein_TSEN15
1175,Protein_TSNAX
1176,Protein_TSPAN18
1177,Protein_TSPAN2
1178,Protein_TSPYL1
1179,Protein_TTC1
1180,Protein_TTC21A
1181,Protein_TTC33
1182,Protein_TTLL12
1183,Protein_TTYH3
1184,Protein_TUBA4A
1185,Protein_TUBE1
1186,Protein_TUBG1
1187,Protein_TUBGCP2
1188,Protein_TUT7
1189,Protein_TVP23B
1190,Protein_TWSG1
1191,Protein_TXNDC11
1192,Protein_TXNDC9
1193,Protein_TXNL1
1194,Protein_TYSND1
1195,Protein_U2AF1
1196,Protein_UBA1
1197,Protein_UBAP2L
1198,Protein_UBE2C
1199,Protein_UBE2D1
1200,Protein_UBE2D3
1201,Protein_UBE2G1
1202,Protein_UBE2V2
1203,Protein_UBE2W
1204,Protein_UBLCP1
1205,Protein_UBQLNL
1206,Protein_UBTF
1207,Protein_UEVLD
1208,Protein_UFM1
1209,Protein_UGP2
1210,Protein_UNC119
1211,Protein_UNC13D
1212,Protein_UNC45A
1213,Protein_UQCC2
1214,Protein_UQCR10
1215,Protein_UQCRC1
1216,Protein_UQCRH
1217,Protein_UQCRQ
1218,Protein_USF1
1219,Protein_USP10
1220,Protein_USP14
1221,Protein_USP33
1222,Protein_USP38
1223,Protein_USP5
1224,Protein_USP6
1225,Protein_UTP14A
1226,Protein_UTP3
1227,Protein_UTY
1228,Protein_VAC14
1229,Protein_VAMP1
1230,Protein_VAMP5
1231,Protein_VNN2
1232,Protein_VPS13B
1233,Protein_VPS13C
1234,Protein_VPS18
1235,Protein_VPS26A
1236,Protein_VPS37A
1237,Protein_VPS41
1238,Protein_VPS4A
1239,Protein_VRK3
1240,Protein_WAC
1241,Protein_WARS1
1242,Protein_WASHC2C
1243,Protein_WDR20
1244,Protein_WDR46
1245,Protein_WDR77
1246,Protein_WDSUB1
1247,Protein_WHAMM
1248,Protein_WIPF1
1249,Protein_WSB2
1250,Protein_WTAP
1251,Protein_XAF1
1252,Protein_YBEY
1253,Protein_YBX1
1254,Protein_YWHAE
1255,Protein_YWHAQ
1256,Protein_YY1
1257,Protein_ZBTB11
1258,Protein_ZBTB14
1259,Protein_ZBTB2
1260,Protein_ZC3H18
1261,Protein_ZCCHC9
1262,Protein_ZDHHC24
1263,Protein_ZFAND1
1264,Protein_ZFAND5
1265,Protein_ZFAND6
1266,Protein_ZFP36
1267,Protein_ZFP36L1
1268,Protein_ZFP36L2
1269,Protein_ZFR
1270,Protein_ZFYVE19
1271,Protein_ZFYVE27
1272,Protein_ZMIZ1
1273,Protein_ZMYM5
1274,Protein_ZNF185
1275,Protein_ZNF217
1276,Protein_ZNF25
1277,Protein_ZNF277
1278,Protein_ZNF324
1279,Protein_ZNF493
1280,Protein_ZNF580
1281,Protein_ZNF589
1282,Protein_ZNF721
1283,Protein_ZNF746
1284,Protein_ZNF830
1285,Protein_ZNFX1
1286,Protein_ZSWIM3
1287,Protein_ZSWIM8
1288,Sample_GSM1317896
1289,Sample_GSM1317897
1290,Sample_GSM1317898
1291,Sample_GSM1317899
1292,Sample_GSM1317900
1293,Sample_GSM1317901
1294,Sample_GSM1317902
1295,Sample_GSM1317903
1296,Sample_GSM1317904
1297,Sample_GSM1317905
1298,Sample_GSM1317906
1299,Sample_GSM1317907
1300,Sample_GSM1317908
1301,Sample_GSM1317909
1302,Sample_GSM1317910
1303,Sample_GSM1317911
1304,Sample_GSM1317912
1305,Sample_GSM1317913
1306,Sample_GSM1317914
1307,Sample_GSM1317915
1308,Sample_GSM1317916
1309,Sample_GSM1317917
1310,Sample_GSM1317918
1311,Sample_GSM1317919
1312,Sample_GSM1317920
1313,Sample_GSM1317921
1314,Sample_GSM1317922
1315,Sample_GSM1317923
1316,Sample_GSM1317924
1317,Sample_GSM1317925
1318,Sample_GSM1317926
1319,Sample_GSM1317927
1320,Sample_GSM1317928
1321,Sample_GSM1317929
1322,Sample_GSM1317930
1323,Sample_GSM1317931
1324,Sample_GSM1317932
1325,Sample_GSM1317933
1326,Sample_GSM1317934
1327,Sample_GSM1317935
1328,Sample_GSM1317936
1329,Sample_GSM1317937
1330,Sample_GSM1317938
1331,Sample_GSM1317939
1332,Sample_GSM1317940
1333,Sample_GSM1317941
1334,Sample_GSM1317942
1335,Sample_GSM1317943
1336,Sample_GSM1317944
1337,Sample_GSM1317945
1338,Sample_GSM1317946
1339,Sample_GSM1317947
1340,Sample_GSM1317948
1341,Sample_GSM1317949
1342,Sample_GSM1317950
1343,Sample_GSM1317951
1344,Sample_GSM1317952
1345,Sample_GSM1317953
1346,Sample_GSM1317954
1347,Sample_GSM1317955
1348,Sample_GSM1317956
1349,Sample_GSM1317957
1350,Sample_GSM1317958
1351,Sample_GSM1317959
1352,Sample_GSM1317960
1353,Sample_GSM1317961
1354,Sample_GSM1317962
1355,Sample_GSM1317963
1356,Sample_GSM1317964
1357,Sample_GSM1317965
1358,Sample_GSM1317966
1359,Sample_GSM1317967
1360,Sample_GSM1317968
1361,Sample_GSM1317969
1362,Sample_GSM1317970
1363,Sample_GSM1317971
1364,Sample_GSM1317972
1365,Sample_GSM1317973
1366,Sample_GSM1317974
1367,Sample_GSM1317975
1368,Sample_GSM1317976
1369,Sample_GSM1317977
1370,Sample_GSM1317978
1371,Sample_GSM1317979
1372,Sample_GSM1317980
1373,Sample_GSM1317981
1374,Sample_GSM1317982
1375,Sample_GSM1317983
1376,Sample_GSM1317984
1377,Sample_GSM1317985
1378,Sample_GSM1317986
1379,Sample_GSM1317987
1380,Sample_GSM1317988
1381,Sample_GSM1317989
1382,Sample_GSM1317990
1383,Sample_GSM1317991
1384,Sample_GSM1317992
1385,Sample_GSM1317993
1386,Sample_GSM1317994
1387,Sample_GSM1317995
1388,Sample_GSM1317996
1389,Sample_GSM1317997
1390,Sample_GSM1317998
1391,Sample_GSM1317999
1392,Sample_GSM1318000
1393,Sample_GSM1318001
1394,Sample_GSM1318002
1395,Sample_GSM1318003
1396,Sample_GSM1318004
1397,Sample_GSM1318005
1398,Sample_GSM1318006
1399,Sample_GSM1318007
1400,Sample_GSM1318008
1401,Sample_GSM1318009
1402,Sample_GSM1318010
1403,Sample_GSM1318011
1404,Sample_GSM1318012
1405,Sample_GSM1318013
1406,Sample_GSM1318014
1407,Sample_GSM1318015
1408,Sample_GSM1318016
1409,Sample_GSM1318017
1410,Sample_GSM1318018
1411,Sample_GSM1318019
1412,Sample_GSM1318020
1413,Sample_GSM1318021
1414,Sample_GSM1318022
1415,Sample_GSM1318023
1416,Sample_GSM1318024
1417,Sample_GSM1318025
1418,Sample_GSM1318026
1419,Sample_GSM1318027
1420,Sample_GSM1318028
1421,Sample_GSM1318029
1422,Sample_GSM1318030
1423,Sample_GSM1318031
1424,Sample_GSM1318032
1425,Sample_GSM1318033
1426,Sample_GSM1318034
1427,Sample_GSM1318035
1428,Sample_GSM1318036
1429,Sample_GSM1318037
1430,Sample_GSM1318038
1431,Sample_GSM1318039
1432,Sample_GSM1318040
1433,Sample_GSM1318041
1434,Sample_GSM1318042
1435,Sample_GSM1318043
1436,Sample_GSM1318044
1437,Sample_GSM1318045
1438,Sample_GSM1318046
1439,Sample_GSM1318047
1440,Sample_GSM1318048
1441,Sample_GSM1318049
1442,Sample_GSM1318050
1443,Sample_GSM1318051
1444,Sample_GSM1318052
1445,Sample_GSM1318053
1446,Sample_GSM1318054
1447,Sample_GSM1318055
1448,Sample_GSM1318056
1449,Sample_GSM1318057
1450,Sample_GSM1318058
