================================================================================
CONSENSUS PROTEIN BIOMARKER SUBGRAPH ANALYSIS
================================================================================

Total biomarker proteins: 28
Biomarker proteins:
  - ADAMTSL4
  - AEBP2
  - BRI3BP
  - CCDC91
  - CDCA5
  - CTR9
  - CUBN
  - ERBIN
  - GNMT
  - LEPR
  - LMNB2
  - MAP7
  - MBD2
  - NAA16
  - NUS1
  - PDE7A
  - PDIA4
  - PLAA
  - PRR13
  - RANBP9
  - RANGRF
  - RASSF5
  - RIOX2
  - SPATC1L
  - TGFB3
  - TMEM128
  - TRAK1
  - ZBTB2

--------------------------------------------------------------------------------
PROTEIN-PROTEIN INTERACTIONS
--------------------------------------------------------------------------------
Proteins with PPI: 168
Total protein-protein connections: 1470

   Protein_BCL11A       BCL11A                      9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Protein_ARID4B;Protein_BCL11A;Protein_CHD4;Protein_MBD2;Protein_MTA2;Protein_PHF1;Protein_RBBP4;Protein_SUPT5H;Protein_ZBTB2
   Protein_BRI3BP       BRI3BP                      9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Protein_EFTUD2;Protein_ERGIC2;Protein_HSD17B11;Protein_PDIA4;Protein_RNF185;Protein_TCTN3;Protein_TMEM106B;Protein_TMEM43;Protein_ZC3H18
    Protein_BAZ1B        BAZ1B                      9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Protein_CHD4;Protein_KIF20A;Protein_MYC;Protein_POLR2C;Protein_PRC1;Protein_RNF4;Protein_SUMO2;Protein_SUPT5H;Protein_ZBTB2
     Protein_DDX1         DDX1                      8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Protein_AURKB;Protein_CHD4;Protein_EFTUD2;Protein_KRAS;Protein_MYC;Protein_RANBP9;Protein_RBM4;Protein_THUMPD1
     Protein_PAK2         PAK2                      8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Protein_CDC42;Protein_ISOC1;Protein_MYC;Protein_PAK2;Protein_PLAA;Protein_PPP1CB;Protein_SH3KBP1;Protein_YWHAE
    Protein_TUBG1        TUBG1                      8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Protein_ACTB;Protein_CDC5L;Protein_CUL4A;Protein_EFTUD2;Protein_LMNB2;Protein_MYC;Protein_SEC16A;Protein_TUBG1
  Protein_SPATC1L      SPATC1L                      8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Protein_ARL4A;Protein_ARMC7;Protein_NXF1;Protein_PPP1CB;Protein_RAD51D;Protein_SIAH1;Protein_SP110;Protein_SPATC1L
  Protein_TMEM128      TMEM128                      8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Protein_ARL6IP5;Protein_CD47;Protein_CD79A;Protein_GRB2;Protein_RABAC1;Protein_REEP5;Protein_RTN4;Protein_TMEM208
    Protein_STK26        STK26                      8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Protein_CDK9;Protein_DCTN1;Protein_ISOC1;Protein_PDIA4;Protein_PPP2CB;Protein_PTMA;Protein_STK26;Protein_YWHAE
  Protein_TNFAIP8      TNFAIP8                      8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Protein_CTBP2;Protein_CUL4A;Protein_MED4;Protein_PLEKHF2;Protein_PPP1R2;Protein_PRR13;Protein_SDCBP;Protein_YWHAE
     Protein_PRC1         PRC1                      8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Protein_AURKB;Protein_BAZ1B;Protein_BCLAF1;Protein_DCTN1;Protein_LMNB2;Protein_MYC;Protein_SH3KBP1;Protein_YWHAE
    Protein_NR3C1        NR3C1                      8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Protein_ARID4B;Protein_CALR;Protein_EFHC2;Protein_MTA2;Protein_NCOR2;Protein_NR3C1;Protein_RANBP9;Protein_SVIL
    Protein_RAD21        RAD21                      8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Protein_ACTR3;Protein_CDCA5;Protein_CDK9;Protein_CHD4;Protein_CUL4A;Protein_EFTUD2;Protein_MYC;Protein_SMC1A
   Protein_KIF20A       KIF20A                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Protein_ADAMTSL4;Protein_AURKB;Protein_BAZ1B;Protein_BCLAF1;Protein_DDX39B;Protein_LMNB2;Protein_MYC
     Protein_CLK1         CLK1                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Protein_BCLAF1;Protein_CLK1;Protein_MAP7;Protein_PPP1CB;Protein_RNF4;Protein_SRPK2;Protein_ZC3H18
    Protein_SIAH1        SIAH1                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Protein_BAG4;Protein_PRPF31;Protein_RPS19BP1;Protein_SDCBP;Protein_SIAH1;Protein_SPATC1L;Protein_TMEM43
    Protein_THAP1        THAP1                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Protein_AEBP2;Protein_CDC5L;Protein_CTBP2;Protein_LMNB2;Protein_PHF1;Protein_RNF4;Protein_THAP1
    Protein_ITGB1        ITGB1                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Protein_CD47;Protein_KRAS;Protein_LGALS3;Protein_PTK2B;Protein_RANBP9;Protein_RNF4;Protein_TCTN3
   Protein_ARID4B       ARID4B                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Protein_BCL11A;Protein_MBD2;Protein_MTA2;Protein_NR3C1;Protein_PHF1;Protein_PLEKHF2;Protein_RBBP4
  Protein_PLEKHF2      PLEKHF2                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Protein_ARID4B;Protein_BLOC1S6;Protein_FBXW5;Protein_GNMT;Protein_RABAC1;Protein_RTN4;Protein_TNFAIP8
   Protein_RASSF5       RASSF5                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Protein_KRAS;Protein_LSM7;Protein_RABIF;Protein_RAP1B;Protein_RASSF5;Protein_SMAD4;Protein_TRAF2
    Protein_CTBP2        CTBP2                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Protein_CCNH;Protein_CTBP2;Protein_LCOR;Protein_RBM4;Protein_THAP1;Protein_TNFAIP8;Protein_TRAK1
    Protein_CDCA5        CDCA5                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Protein_CDCA5;Protein_EIF2AK2;Protein_MBD2;Protein_NAA16;Protein_RAD21;Protein_RBM4;Protein_SMC1A
    Protein_PRR13        PRR13                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Protein_LGALS3;Protein_PEX5;Protein_PRR13;Protein_RTN4;Protein_SDCBP;Protein_TNFAIP8;Protein_VAC14
    Protein_TCEA1        TCEA1                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Protein_CDK9;Protein_CSE1L;Protein_CTR9;Protein_KRAS;Protein_MED4;Protein_NAA16;Protein_POLR2C
    Protein_SDCBP        SDCBP                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Protein_DDX39B;Protein_EFTUD2;Protein_GNMT;Protein_MED4;Protein_PRR13;Protein_SIAH1;Protein_TNFAIP8
   Protein_PPP1R2       PPP1R2                      7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Protein_ISOC1;Protein_NAE1;Protein_PDIA4;Protein_PPP1CB;Protein_PRCP;Protein_TNFAIP8;Protein_YWHAE
     Protein_GNMT         GNMT                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Protein_ADAMTSL4;Protein_FRG1;Protein_GNMT;Protein_PLEKHF2;Protein_SDCBP;Protein_TERF1
    Protein_MAPK1        MAPK1                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Protein_EFTUD2;Protein_KRAS;Protein_LMNB2;Protein_MAPK1;Protein_MYC;Protein_TOP2A
     Protein_CCNH         CCNH                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Protein_CDK9;Protein_CTBP2;Protein_GRIPAP1;Protein_LMNB2;Protein_MYC;Protein_SUPT5H
   Protein_ANP32A       ANP32A                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Protein_EFTUD2;Protein_HNRNPH1;Protein_KRAS;Protein_MYC;Protein_PDIA4;Protein_SUMO2
 Protein_HSD17B11     HSD17B11                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Protein_ARL6IP5;Protein_ATP6AP2;Protein_BRI3BP;Protein_LMNB2;Protein_RNF4;Protein_SUCO
   Protein_RNF185       RNF185                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Protein_ARL6IP5;Protein_ATG9A;Protein_BRI3BP;Protein_KRAS;Protein_RNF185;Protein_RNF4
  Protein_EIF2AK2      EIF2AK2                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Protein_CDCA5;Protein_EFTUD2;Protein_EIF2AK2;Protein_ILF3;Protein_SUMO2;Protein_TRAF2
      Protein_B2M          B2M                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Protein_B2M;Protein_CALR;Protein_CDC42;Protein_GRB2;Protein_RANGRF;Protein_TMEM106B
     Protein_BAG4         BAG4                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Protein_ADAMTSL4;Protein_CUL4A;Protein_DNAJB6;Protein_NXF1;Protein_SF1;Protein_SIAH1
    Protein_RABL6        RABL6                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Protein_CDC42;Protein_CHD4;Protein_COG3;Protein_CTR9;Protein_NXF1;Protein_PRNP
    Protein_EFHC2        EFHC2                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Protein_ARMC7;Protein_GRB2;Protein_LMNB2;Protein_NR3C1;Protein_RAD51D;Protein_RANBP9
   Protein_RABAC1       RABAC1                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Protein_PLEKHF2;Protein_RABAC1;Protein_REEP5;Protein_RHEB;Protein_RTN4;Protein_TMEM128
   Protein_LGALS3       LGALS3                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Protein_ATG9A;Protein_CDC5L;Protein_ITGB1;Protein_KRAS;Protein_LGALS3;Protein_PRR13
  Protein_ARHGEF1      ARHGEF1                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Protein_ARHGEF1;Protein_CDC5L;Protein_EFTUD2;Protein_LMNB2;Protein_MYC;Protein_SH3KBP1
    Protein_NCOR2        NCOR2                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Protein_MYC;Protein_NR3C1;Protein_RANBP9;Protein_RNF4;Protein_SEC16A;Protein_SF1
    Protein_VAC14        VAC14                      5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Protein_ERGIC2;Protein_PHF1;Protein_PRR13;Protein_SRPK2;Protein_VAC14
     Protein_PLAA         PLAA                      5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Protein_CSE1L;Protein_MYC;Protein_PAK2;Protein_PARP6;Protein_SF1
    Protein_SMAD4        SMAD4                      5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Protein_BTF3L4;Protein_CDK9;Protein_DDX39B;Protein_RASSF5;Protein_SMAD4
    Protein_PTK2B        PTK2B                      5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Protein_GRB2;Protein_ITGB1;Protein_MBD2;Protein_PTK2B;Protein_SH3KBP1
   Protein_TMEM43       TMEM43                      5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Protein_BRI3BP;Protein_RNF4;Protein_RTN4;Protein_SIAH1;Protein_TCTN3
    Protein_AEBP2        AEBP2                      5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Protein_KBTBD7;Protein_LCOR;Protein_PHF1;Protein_RBBP4;Protein_THAP1
   Protein_BTF3L4       BTF3L4                      5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Protein_DCTN1;Protein_EFTUD2;Protein_RNF31;Protein_SMAD4;Protein_ZBTB2
    Protein_ATG9A        ATG9A                      5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Protein_ADAMTSL4;Protein_ATG9A;Protein_LGALS3;Protein_MAPK6;Protein_RNF185
     Protein_LCOR         LCOR                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Protein_AEBP2;Protein_CTBP2;Protein_PHF1;Protein_RBBP4
     Protein_PRNP         PRNP                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Protein_CALR;Protein_LMNB2;Protein_RABL6;Protein_RNF4
   Protein_KBTBD7       KBTBD7                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Protein_AEBP2;Protein_GABARAPL2;Protein_MAP7;Protein_RPS19BP1
     Protein_COG3         COG3                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Protein_ACTR3;Protein_COG3;Protein_CTR9;Protein_RABL6
     Protein_PKN1         PKN1                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Protein_ADAMTSL4;Protein_MYC;Protein_PKN1;Protein_TRAF2
 Protein_RPS19BP1     RPS19BP1                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Protein_ADAMTSL4;Protein_DCTN1;Protein_KBTBD7;Protein_SIAH1
    Protein_MGST3        MGST3                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Protein_PDIA4;Protein_PEX5;Protein_RNF4;Protein_SEC16A
   Protein_ERGIC2       ERGIC2                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Protein_BRI3BP;Protein_RNF4;Protein_TCTN3;Protein_VAC14
   Protein_PPP2CB       PPP2CB                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Protein_CUL4A;Protein_MAP7;Protein_STK26;Protein_TERF1
 Protein_TMEM106B     TMEM106B                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Protein_B2M;Protein_BRI3BP;Protein_CALR;Protein_RNF4
   Protein_DNAJB6       DNAJB6                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Protein_BAG4;Protein_LMNB2;Protein_MAPK6;Protein_MYC
  Protein_GRIPAP1      GRIPAP1                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Protein_CCNH;Protein_GRIPAP1;Protein_PDIA4;Protein_TRAF2
     Protein_NAE1         NAE1                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Protein_KRAS;Protein_LMNB2;Protein_PDIA4;Protein_PPP1R2
   Protein_ELOVL5       ELOVL5                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Protein_ARL6IP5;Protein_ATP6AP2;Protein_LMNB2;Protein_SUCO
    Protein_REEP5        REEP5                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Protein_RABAC1;Protein_RNF4;Protein_TCTN3;Protein_TMEM128
     Protein_SUCO         SUCO                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Protein_ELOVL5;Protein_HSD17B11;Protein_P4HB;Protein_ZBTB2
     Protein_PRCP         PRCP                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Protein_ISOC1;Protein_PDIA4;Protein_PPP1R2
   Protein_TSEN15       TSEN15                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Protein_KRAS;Protein_LMNB2;Protein_RANGRF
   Protein_SMNDC1       SMNDC1                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Protein_KRAS;Protein_LMNB2;Protein_SMNDC1
    Protein_FBXW5        FBXW5                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Protein_ADAMTSL4;Protein_CUL4A;Protein_PLEKHF2
   Protein_RAD51D       RAD51D                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Protein_EFHC2;Protein_NXF1;Protein_SPATC1L
     Protein_RHEB         RHEB                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Protein_LMNB2;Protein_RABAC1;Protein_TRAF2
    Protein_ARMC7        ARMC7                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Protein_ARMC7;Protein_EFHC2;Protein_SPATC1L
  Protein_BLOC1S6      BLOC1S6                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Protein_BLOC1S6;Protein_PLEKHF2;Protein_TRAK1
     Protein_NUS1         NUS1                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Protein_ACTB;Protein_RNF4;Protein_TCTN3
     Protein_NFIC         NFIC                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Protein_CTR9;Protein_EFTUD2;Protein_LMNB2
   Protein_RANGRF       RANGRF                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Protein_B2M;Protein_THUMPD1;Protein_TSEN15
     Protein_PEX5         PEX5                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Protein_MGST3;Protein_NXF1;Protein_PRR13
  Protein_CCDC88B      CCDC88B                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Protein_LMNB2;Protein_SH3KBP1;Protein_SRPK2
     Protein_CD47         CD47                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Protein_ITGB1;Protein_RNF4;Protein_TMEM128
    Protein_RAP1B        RAP1B                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Protein_ATP6AP2;Protein_CDC42;Protein_RASSF5
    Protein_TRAK1        TRAK1                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Protein_BLOC1S6;Protein_CDC5L;Protein_CTBP2
    Protein_KDM5C        KDM5C                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Protein_KDM5C;Protein_MBD2;Protein_NXF1
    Protein_CD79A        CD79A                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Protein_AURKB;Protein_TMEM128
    Protein_LRFN4        LRFN4                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Protein_ADAMTSL4;Protein_TRIP6
  Protein_THUMPD1      THUMPD1                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Protein_DDX1;Protein_RANGRF
     Protein_FNTA         FNTA                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Protein_CDC42;Protein_LMNB2
     Protein_FRG1         FRG1                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Protein_EFTUD2;Protein_GNMT
   Protein_STARD7       STARD7                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Protein_CCDC91;Protein_EFTUD2
    Protein_RECQL        RECQL                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Protein_EFTUD2;Protein_MAP7
    Protein_NAA16        NAA16                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Protein_CDCA5;Protein_TCEA1
  Protein_TMEM208      TMEM208                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Protein_RTN4;Protein_TMEM128
   Protein_CCDC91       CCDC91                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Protein_CCDC91;Protein_STARD7
    Protein_ARL4A        ARL4A                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Protein_KRAS;Protein_SPATC1L
Protein_GABARAPL2    GABARAPL2                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Protein_KBTBD7;Protein_ZBTB2
   Protein_ANKRA2       ANKRA2                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Protein_LMNB2
   Protein_CTDSP2       CTDSP2                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Protein_MAP7
     Protein_CUBN         CUBN                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Protein_CUBN
     Protein_LSM7         LSM7                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Protein_RASSF5
    Protein_THAP6        THAP6                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Protein_ADAMTSL4
    Protein_PARP6        PARP6                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Protein_PLAA
    Protein_RABIF        RABIF                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Protein_RASSF5
    Protein_SP110        SP110                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Protein_SPATC1L
   Protein_BOLA2B       BOLA2B                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Protein_ADAMTSL4
--------------------------------------------------------------------------------
HUB PROTEINS (connecting multiple biomarkers)
--------------------------------------------------------------------------------
Hub proteins found: 145


Protein_SEC16A (SEC16A)
  Connects 28 biomarkers: ADAMTSL4,AEBP2,BRI3BP,CCDC91,CDCA5,CTR9,CUBN,ERBIN,GNMT,LEPR,LMNB2,MAP7,MBD2,NAA16,NUS1,PDE7A,PDIA4,PLAA,PRR13,RANBP9,RANGRF,RASSF5,RIOX2,SPATC1L,TGFB3,TMEM128,TRAK1,ZBTB2

Protein_RABIF (RABIF)
  Connects 28 biomarkers: ADAMTSL4,AEBP2,BRI3BP,CCDC91,CDCA5,CTR9,CUBN,ERBIN,GNMT,LEPR,LMNB2,MAP7,MBD2,NAA16,NUS1,PDE7A,PDIA4,PLAA,PRR13,RANBP9,RANGRF,RASSF5,RIOX2,SPATC1L,TGFB3,TMEM128,TRAK1,ZBTB2

Protein_PHF1 (PHF1)
  Connects 28 biomarkers: ADAMTSL4,AEBP2,BRI3BP,CCDC91,CDCA5,CTR9,CUBN,ERBIN,GNMT,LEPR,LMNB2,MAP7,MBD2,NAA16,NUS1,PDE7A,PDIA4,PLAA,PRR13,RANBP9,RANGRF,RASSF5,RIOX2,SPATC1L,TGFB3,TMEM128,TRAK1,ZBTB2

Protein_ELOVL5 (ELOVL5)
  Connects 28 biomarkers: ADAMTSL4,AEBP2,BRI3BP,CCDC91,CDCA5,CTR9,CUBN,ERBIN,GNMT,LEPR,LMNB2,MAP7,MBD2,NAA16,NUS1,PDE7A,PDIA4,PLAA,PRR13,RANBP9,RANGRF,RASSF5,RIOX2,SPATC1L,TGFB3,TMEM128,TRAK1,ZBTB2

Protein_PTK2B (PTK2B)
  Connects 28 biomarkers: ADAMTSL4,AEBP2,BRI3BP,CCDC91,CDCA5,CTR9,CUBN,ERBIN,GNMT,LEPR,LMNB2,MAP7,MBD2,NAA16,NUS1,PDE7A,PDIA4,PLAA,PRR13,RANBP9,RANGRF,RASSF5,RIOX2,SPATC1L,TGFB3,TMEM128,TRAK1,ZBTB2

Protein_FNTA (FNTA)
  Connects 28 biomarkers: ADAMTSL4,AEBP2,BRI3BP,CCDC91,CDCA5,CTR9,CUBN,ERBIN,GNMT,LEPR,LMNB2,MAP7,MBD2,NAA16,NUS1,PDE7A,PDIA4,PLAA,PRR13,RANBP9,RANGRF,RASSF5,RIOX2,SPATC1L,TGFB3,TMEM128,TRAK1,ZBTB2

Protein_SUMO2 (SUMO2)
  Connects 28 biomarkers: ADAMTSL4,AEBP2,BRI3BP,CCDC91,CDCA5,CTR9,CUBN,ERBIN,GNMT,LEPR,LMNB2,MAP7,MBD2,NAA16,NUS1,PDE7A,PDIA4,PLAA,PRR13,RANBP9,RANGRF,RASSF5,RIOX2,SPATC1L,TGFB3,TMEM128,TRAK1,ZBTB2

Protein_WDR77 (WDR77)
  Connects 28 biomarkers: ADAMTSL4,AEBP2,BRI3BP,CCDC91,CDCA5,CTR9,CUBN,ERBIN,GNMT,LEPR,LMNB2,MAP7,MBD2,NAA16,NUS1,PDE7A,PDIA4,PLAA,PRR13,RANBP9,RANGRF,RASSF5,RIOX2,SPATC1L,TGFB3,TMEM128,TRAK1,ZBTB2

Protein_KDM5C (KDM5C)
  Connects 28 biomarkers: ADAMTSL4,AEBP2,BRI3BP,CCDC91,CDCA5,CTR9,CUBN,ERBIN,GNMT,LEPR,LMNB2,MAP7,MBD2,NAA16,NUS1,PDE7A,PDIA4,PLAA,PRR13,RANBP9,RANGRF,RASSF5,RIOX2,SPATC1L,TGFB3,TMEM128,TRAK1,ZBTB2

Protein_BCLAF1 (BCLAF1)
  Connects 28 biomarkers: ADAMTSL4,AEBP2,BRI3BP,CCDC91,CDCA5,CTR9,CUBN,ERBIN,GNMT,LEPR,LMNB2,MAP7,MBD2,NAA16,NUS1,PDE7A,PDIA4,PLAA,PRR13,RANBP9,RANGRF,RASSF5,RIOX2,SPATC1L,TGFB3,TMEM128,TRAK1,ZBTB2

Protein_EIF2AK2 (EIF2AK2)
  Connects 28 biomarkers: ADAMTSL4,AEBP2,BRI3BP,CCDC91,CDCA5,CTR9,CUBN,ERBIN,GNMT,LEPR,LMNB2,MAP7,MBD2,NAA16,NUS1,PDE7A,PDIA4,PLAA,PRR13,RANBP9,RANGRF,RASSF5,RIOX2,SPATC1L,TGFB3,TMEM128,TRAK1,ZBTB2

Protein_LRFN4 (LRFN4)
  Connects 28 biomarkers: ADAMTSL4,AEBP2,BRI3BP,CCDC91,CDCA5,CTR9,CUBN,ERBIN,GNMT,LEPR,LMNB2,MAP7,MBD2,NAA16,NUS1,PDE7A,PDIA4,PLAA,PRR13,RANBP9,RANGRF,RASSF5,RIOX2,SPATC1L,TGFB3,TMEM128,TRAK1,ZBTB2

Protein_CTBP2 (CTBP2)
  Connects 28 biomarkers: ADAMTSL4,AEBP2,BRI3BP,CCDC91,CDCA5,CTR9,CUBN,ERBIN,GNMT,LEPR,LMNB2,MAP7,MBD2,NAA16,NUS1,PDE7A,PDIA4,PLAA,PRR13,RANBP9,RANGRF,RASSF5,RIOX2,SPATC1L,TGFB3,TMEM128,TRAK1,ZBTB2

Protein_SP110 (SP110)
