"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa01100","Metabolic pathways",112,-0.39913112101677,-1.7545734241972,0.000186759148469267,0.0265197990826359,0.0265197990826359,421,"tags=54%, list=33%, signal=39%","2180/4351/3034/29926/3635/10554/3423/50484/4729/51111/7167/37/54344/6319/3099/4124/4548/3705/55312/521/204/3612/79586/60481/7384/3417/1347/51109/4713/56913/8801/8802/1633/51170/2618/126792/9107/253782/1738/2597/79717/5315/8613/55748/54480/3418/549/57103/51079/29796/5730/10327/84532/2571/23530/51005/7083/10728/60496/9296"
