"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa04120","Ubiquitin mediated proteolysis",12,0.760782284640212,2.06201482226575,0.000191940071862208,0.0136277451022167,0.0123245730353628,92,"tags=50%, list=7%, signal=47%","6502/246184/6477/7326/55284/5371"
"hsa01100","Metabolic pathways",112,-0.405144067608411,-1.7895981191326,0.000109663013936775,0.0136277451022167,0.0123245730353628,210,"tags=38%, list=16%, signal=34%","51/3612/18/1633/29956/10327/4351/51079/10606/4967/7167/3930/55862/1120/5730/5743/2597/64781/54344/138199/7360/1337/23530/5140/8802/57103/3418/3028/4729/50484/27232/204/4259/29796/55312/10555/27034/2180/6392/2571/7384/4245"
