"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa03010","Ribosome",24,-0.691915187857338,-2.25439255679862,6.37684206683117e-06,0.000905511573490026,0.000818920770687792,270,"tags=71%, list=21%, signal=57%","6209/64960/116541/64928/4736/6183/6201/6176/6182/10573/219927/65003/6227/6203/6150/128308/51069"
"hsa03013","Nucleocytoplasmic transport",18,-0.663071151685215,-1.96587225987758,0.000519942445875926,0.0369159136571907,0.0333857781036121,348,"tags=78%, list=27%, signal=58%","6613/22985/79228/10762/23633/1434/10482/23511/7919/23534/10921/51068/51808/57187"
