"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa01200","Carbon metabolism",16,0.748168912215389,2.2037058433234,4.12669949163812e-05,0.00585991327812613,0.00556018457820716,107,"tags=56%, list=8%, signal=52%","4967/8802/5315/8801/2597/1738/3418/3417/51"
"hsa01100","Metabolic pathways",112,0.401017508410513,1.793598924162,9.98186631141352e-05,0.0070871250811036,0.00672462572558384,254,"tags=34%, list=20%, signal=30%","27034/64781/50484/4967/7360/1329/253782/8802/5315/29796/57704/8801/79717/2597/54480/1738/1347/29956/23530/3418/3417/51/51079/94005/7083/513/4259/9296/2990/27232/1337/79586/126792/55904/2618/26/84532/126328"
