"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa04120","Ubiquitin mediated proteolysis",12,-0.767725866360396,-2.02249722935912,0.000232618810065481,0.0330318710292984,0.0330318710292984,109,"tags=67%, list=8%, signal=62%","7323/7321/8451/11065/7326/55284/7317/6502"
"hsa01100","Metabolic pathways",112,0.355806152260718,1.67203186887145,0.000596295226340754,0.0423369610701936,0.0423369610701936,299,"tags=34%, list=23%, signal=29%","55748/5743/6319/57704/26/79586/5140/4830/5153/10728/3417/521/549/51109/51111/2990/204/1633/2053/8801/51170/9061/1347/4713/3099/10606/29796/54344/126792/55862/57103/4548/27232/55312/7360/54480/37/4967"
